layer,model,task,group,data_pct,chunk_bits,cumulative_bits,bits_per_sample,accuracy,eval_split
16,instruct,correctness_instruct,suppression,0.8499999999999999,4900.44921875,120057.60528564453,15.78251679842836,0.6361607313156128,
16,instruct,correctness_instruct,suppression,0.8999999999999999,7893.67431640625,127951.27960205078,15.886674894717007,0.6308724880218506,
16,instruct,correctness_instruct,suppression,0.9499999999999997,13093.609375,141044.88897705078,16.589612911909054,0.6205357313156128,
16,instruct,correctness_instruct,suppression,0.9999999999999998,11198.4609375,152243.34991455078,17.012330977153958,0.3870246112346649,
16,instruct,correctness_instruct,suppression,test,36334.765625,152243.34991455078,12.176530035187668,0.38672924041748047,test
16,instruct,multitask_dual,suppression,0.02,1202.4024658203125,1202.4024658203125,6.717332211286662,0.06703910417854786,
16,instruct,multitask_dual,suppression,0.04,5494.644775390625,6697.0472412109375,18.706835869304296,0.06145251076668501,
16,instruct,multitask_dual,suppression,0.06,5278.674560546875,11975.721801757812,22.301157917612315,0.08100558444857597,
16,instruct,multitask_dual,suppression,0.08,7114.8023681640625,19090.524169921875,26.66274325408083,0.07541899383068085,
16,instruct,multitask_dual,suppression,0.1,6215.312744140625,25305.8369140625,28.274678116270948,0.13407820463180542,
16,instruct,multitask_dual,suppression,0.12000000000000001,5972.7860107421875,31278.622924804688,29.1234850324066,0.10614524409174919,
16,instruct,multitask_dual,suppression,0.13999999999999999,3921.933837890625,35200.55676269531,28.115460673079323,0.21067415922880173,
16,instruct,multitask_dual,suppression,0.16,5498.2540283203125,40698.810791015625,28.42095725629583,0.08888888917863369,
16,instruct,multitask_dual,suppression,0.18,3617.2186279296875,44316.02941894531,27.508398149562577,0.20670390129089355,
16,instruct,multitask_dual,suppression,0.2,2865.5883178710938,47181.617736816406,26.358445663025925,0.1536312848329544,
16,instruct,multitask_dual,suppression,0.25,7517.47509765625,54699.092834472656,24.451986068159435,0.18791946023702621,
16,instruct,multitask_dual,suppression,0.3,9218.55126953125,63917.644104003906,23.805454042459555,0.2087053656578064,
16,instruct,multitask_dual,suppression,0.35,6866.66796875,70784.3120727539,22.60035506792909,0.16778523847460747,
16,instruct,multitask_dual,suppression,0.39999999999999997,6711.918701171875,77496.23077392578,21.65304017153556,0.16219240054488182,
16,instruct,multitask_dual,suppression,0.44999999999999996,8023.32421875,85519.55499267578,21.236542089067736,0.1897321455180645,
16,instruct,multitask_dual,suppression,0.49999999999999994,6534.666748046875,92054.22174072266,20.57537365684458,0.3008948490023613,
16,instruct,multitask_dual,suppression,0.5499999999999999,7685.9111328125,99740.13287353516,20.264147272152613,0.2600446566939354,
16,instruct,multitask_dual,suppression,0.5999999999999999,5445.0107421875,105185.14361572266,19.59119828938772,0.12975391373038292,
16,instruct,multitask_dual,suppression,0.6499999999999999,6380.746826171875,111565.89044189453,19.17928321160298,0.2968750149011612,
16,instruct,multitask_dual,suppression,0.7,6755.517822265625,118321.40826416016,18.886098685420617,0.3091517984867096,
16,instruct,multitask_dual,suppression,0.7499999999999998,7041.7373046875,125363.14556884766,18.677465072831893,0.15659955516457558,
16,instruct,multitask_dual,suppression,0.7999999999999998,5589.860595703125,130953.00616455078,18.29208076051834,0.2281879186630249,
16,instruct,multitask_dual,suppression,0.8499999999999999,4277.3800048828125,135230.3861694336,17.77709822130059,0.2734375149011612,
16,instruct,multitask_dual,suppression,0.8999999999999999,4314.9859619140625,139545.37213134766,17.326219534560177,0.25167785212397575,
16,instruct,multitask_dual,suppression,0.9499999999999997,5520.025390625,145065.39752197266,17.062502649020544,0.2254464402794838,
16,instruct,multitask_dual,suppression,0.9999999999999998,6283.952392578125,151349.34991455078,16.912431547050037,0.21252796798944473,
16,instruct,multitask_dual,suppression,test,45674.947265625,151349.34991455078,15.306617716362265,0.3135053738951683,test
16,instruct,multitask_triple_instruct,suppression,0.02,1278.3843994140625,1278.3843994140625,7.141812287229399,0.28305400162935257,
16,instruct,multitask_triple_instruct,suppression,0.04,6910.1746826171875,8188.55908203125,22.873070061539803,0.2737429973979791,
16,instruct,multitask_triple_instruct,suppression,0.06,9256.999389648438,17445.558471679688,32.487073504059005,0.2662942123909791,
16,instruct,multitask_triple_instruct,suppression,0.08,8848.875610351562,26294.43408203125,36.72406994697102,0.21973928809165955,
16,instruct,multitask_triple_instruct,suppression,0.1,7794.7215576171875,34089.15563964844,38.08844205547312,0.216014896829923,
16,instruct,multitask_triple_instruct,suppression,0.12000000000000001,6190.23388671875,40279.38952636719,37.50408708227857,0.22532587498426437,
16,instruct,multitask_triple_instruct,suppression,0.13999999999999999,4649.804595947266,44929.19412231445,35.88593779737576,0.2921348387996356,
16,instruct,multitask_triple_instruct,suppression,0.16,7251.51611328125,52180.7102355957,36.43904346061152,0.27962963034709293,
16,instruct,multitask_triple_instruct,suppression,0.18,8242.887329101562,60423.597564697266,37.50688861868235,0.23277465999126434,
16,instruct,multitask_triple_instruct,suppression,0.2,10357.2421875,70780.83975219727,39.54236857664652,0.28119180103143054,
16,instruct,multitask_triple_instruct,suppression,0.25,20644.140380859375,91424.98013305664,40.869459156484865,0.21551082159082094,
16,instruct,multitask_triple_instruct,suppression,0.3,14887.02294921875,106312.00308227539,39.594786995260854,0.3281250099341075,
16,instruct,multitask_triple_instruct,suppression,0.35,20108.560546875,126420.56362915039,40.36416463255121,0.340790460507075,
16,instruct,multitask_triple_instruct,suppression,0.39999999999999997,20940.646484375,147361.2101135254,41.17385026921637,0.36689038823048276,
16,instruct,multitask_triple_instruct,suppression,0.44999999999999996,17729.8408203125,165091.0509338379,40.99603946705684,0.2723214477300644,
16,instruct,multitask_triple_instruct,suppression,0.49999999999999994,17062.072265625,182153.1231994629,40.7137065711808,0.35495898872613907,
16,instruct,multitask_triple_instruct,suppression,0.5499999999999999,16911.4765625,199064.5997619629,40.44384391750567,0.4010416865348816,
16,instruct,multitask_triple_instruct,suppression,0.5999999999999999,9388.209716796875,208452.80947875977,38.82525786529331,0.3557046949863434,
16,instruct,multitask_triple_instruct,suppression,0.6499999999999999,14060.58837890625,222513.39785766602,38.252260247149046,0.3482142984867096,
16,instruct,multitask_triple_instruct,suppression,0.7,17406.8623046875,239920.26016235352,38.2953328271913,0.3660714526971181,
16,instruct,multitask_triple_instruct,suppression,0.7499999999999998,19734.577880859375,259654.8380432129,38.68516657378023,0.4146159589290619,
16,instruct,multitask_triple_instruct,suppression,0.7999999999999998,16385.40087890625,276040.23892211914,38.558491258851674,0.3378076106309891,
16,instruct,multitask_triple_instruct,suppression,0.8499999999999999,16435.761352539062,292476.0002746582,38.448271365145025,0.2938988258441289,
16,instruct,multitask_triple_instruct,suppression,0.8999999999999999,7191.268310546875,299667.2685852051,37.20725957104607,0.33258762458960217,
16,instruct,multitask_triple_instruct,suppression,0.9499999999999997,5316.735412597656,304984.00399780273,35.87203058078131,0.4069940696159999,
16,instruct,multitask_triple_instruct,suppression,0.9999999999999998,10332.390380859375,315316.3943786621,35.234818904756075,0.4623415420452754,
16,instruct,multitask_triple_instruct,suppression,test,99409.51171875,315316.3943786621,33.3141795304122,0.37835122644901276,test
16,base,attribute,enhancement,0.02,518.9041748046875,518.9041748046875,2.898906004495461,0.044692736119031906,
16,base,attribute,enhancement,0.04,2739.609375,3258.5135498046875,9.076639414497738,0.0833333358168602,
16,base,attribute,enhancement,0.06,3296.661865234375,6555.1754150390625,12.184340920146957,0.14525139331817627,
16,base,attribute,enhancement,0.08,4007.44091796875,10562.616333007812,14.711164809203082,0.03888889029622078,
16,base,attribute,enhancement,0.1,3873.235107421875,14435.851440429688,16.093479866699763,0.18435753881931305,
16,base,attribute,enhancement,0.12000000000000001,5474.57666015625,19910.428100585938,18.486934169531974,0.15555556118488312,
16,base,attribute,enhancement,0.13999999999999999,3400.56591796875,23310.994018554688,18.559708613498955,0.27374300360679626,
16,base,attribute,enhancement,0.16,3709.17822265625,27020.172241210938,18.816275933990905,0.12777778506278992,
16,base,attribute,enhancement,0.18,2258.425048828125,29278.597290039062,18.129162408692917,0.13966479897499084,
16,base,attribute,enhancement,0.2,3547.206298828125,32825.80358886719,18.287355759814588,0.23888888955116272,
16,base,attribute,enhancement,0.25,6868.10498046875,39693.90856933594,17.688907562092663,0.3095768392086029,
16,base,attribute,enhancement,0.3,4899.98876953125,44593.89733886719,16.559189505706346,0.28953230381011963,
16,base,attribute,enhancement,0.35,5550.49853515625,50144.39587402344,15.964468600453179,0.3816964328289032,
16,base,attribute,enhancement,0.39999999999999997,5486.1806640625,55630.57653808594,15.495982322586611,0.34075725078582764,
16,base,attribute,enhancement,0.44999999999999996,2465.93212890625,58096.50866699219,14.383884294873035,0.40534523129463196,
16,base,attribute,enhancement,0.49999999999999994,3484.36279296875,61580.87145996094,13.721228043663311,0.37861916422843933,
16,base,attribute,enhancement,0.5499999999999999,5858.53076171875,67439.40222167969,13.65999639896287,0.11804009228944778,
16,base,attribute,enhancement,0.5999999999999999,8210.388671875,75649.79089355469,14.04563514547989,0.19153675436973572,
16,base,attribute,enhancement,0.6499999999999999,4176.38916015625,79826.18005371094,13.680579272272654,0.3986636996269226,
16,base,attribute,enhancement,0.7,1979.1431884765625,81805.3232421875,13.020105561385883,0.377232164144516,
16,base,attribute,enhancement,0.7499999999999998,2448.26904296875,84253.59228515625,12.515388039981618,0.314031183719635,
16,base,attribute,enhancement,0.7999999999999998,1633.512939453125,85887.10522460938,11.960326587468233,0.532293975353241,
16,base,attribute,enhancement,0.8499999999999999,2056.279296875,87943.38452148438,11.526000592592972,0.5590200424194336,
16,base,attribute,enhancement,0.8999999999999999,3902.259765625,91845.64428710938,11.368442169465203,0.34966593980789185,
16,base,attribute,enhancement,0.9499999999999997,2057.362548828125,93903.0068359375,11.011140576446705,0.3853006660938263,
16,base,attribute,enhancement,0.9999999999999998,1604.7530517578125,95507.75988769531,10.640347581071225,0.4352678656578064,
16,base,attribute,enhancement,test,12371.697265625,95507.75988769531,4.133544024599065,0.46541932225227356,test
16,base,state,enhancement,0.02,684.1672973632812,684.1672973632812,3.8221636724205656,0.016759775578975677,
16,base,state,enhancement,0.04,1616.614990234375,2300.7822875976562,6.408864310856981,0.06111111119389534,
16,base,state,enhancement,0.06,2688.505859375,4989.288146972656,9.273769789912,0.033519551157951355,
16,base,state,enhancement,0.08,1184.45068359375,6173.738830566406,8.598522048142627,0.07222222536802292,
16,base,state,enhancement,0.1,2336.521728515625,8510.260559082031,9.487469965531808,0.07262569665908813,
16,base,state,enhancement,0.12000000000000001,1230.3358154296875,9740.596374511719,9.044193476798252,0.05000000074505806,
16,base,state,enhancement,0.13999999999999999,2369.975830078125,12110.572204589844,9.642175322125672,0.044692736119031906,
16,base,state,enhancement,0.16,1224.03564453125,13334.607849121094,9.285938613594077,0.0555555559694767,
16,base,state,enhancement,0.18,1940.6070556640625,15275.214904785156,9.45833740234375,0.07262569665908813,
16,base,state,enhancement,0.2,1735.799072265625,17011.01397705078,9.476888009499042,0.12222222238779068,
16,base,state,enhancement,0.25,5141.96728515625,22152.98126220703,9.87209503663415,0.057906460016965866,
16,base,state,enhancement,0.3,3407.915283203125,25560.896545410156,9.491606589457911,0.07126948982477188,
16,base,state,enhancement,0.35,2226.130859375,27787.027404785156,8.846554410947201,0.1026785746216774,
16,base,state,enhancement,0.39999999999999997,2736.896240234375,30523.92364501953,8.502485694991513,0.07349666208028793,
16,base,state,enhancement,0.44999999999999996,2822.431396484375,33346.355041503906,8.256091864695199,0.10913140326738358,
16,base,state,enhancement,0.49999999999999994,3924.8623046875,37271.217346191406,8.30463844612108,0.10467706620693207,
16,base,state,enhancement,0.5499999999999999,4468.62939453125,41739.846740722656,8.45449599771575,0.07795100659132004,
16,base,state,enhancement,0.5999999999999999,3917.3525390625,45657.199279785156,8.477014348270545,0.0935412049293518,
16,base,state,enhancement,0.6499999999999999,2423.185302734375,48080.38458251953,8.239997357758275,0.12917594611644745,
16,base,state,enhancement,0.7,2292.178955078125,50372.563537597656,8.017278933248075,0.1629464328289032,
16,base,state,enhancement,0.7499999999999998,3142.5244140625,53515.087951660156,7.949359469943577,0.1314031183719635,
16,base,state,enhancement,0.7999999999999998,3190.7802734375,56705.868225097656,7.896653422238916,0.14699332416057587,
16,base,state,enhancement,0.8499999999999999,2050.5771484375,58756.445373535156,7.700713679362406,0.11135857552289963,
16,base,state,enhancement,0.8999999999999999,3914.992919921875,62671.43829345703,7.757326190550443,0.07572383433580399,
16,base,state,enhancement,0.9499999999999997,3723.48681640625,66394.92510986328,7.785521237085281,0.14922049641609192,
16,base,state,enhancement,0.9999999999999998,4189.970703125,70584.89581298828,7.863736164548605,0.0691964328289032,
16,base,state,enhancement,test,24984.390625,70584.89581298828,8.34760796024056,0.1062479093670845,test
16,base,correctness_base,enhancement,0.02,130.8950653076172,130.8950653076172,0.7312573480872469,0.6033519506454468,
16,base,correctness_base,enhancement,0.04,2880.888916015625,3011.783981323242,8.38937042151321,0.6111111044883728,
16,base,correctness_base,enhancement,0.06,3461.717041015625,6473.501022338867,12.03252978129901,0.6089385151863098,
16,base,correctness_base,enhancement,0.08,2792.346435546875,9265.847457885742,12.905080024910504,0.5555555820465088,
16,base,correctness_base,enhancement,0.1,2259.853515625,11525.700973510742,12.84916496489492,0.6201117038726807,
16,base,correctness_base,enhancement,0.12000000000000001,2761.1416015625,14286.842575073242,13.265406290690104,0.4166666865348816,
16,base,correctness_base,enhancement,0.13999999999999999,1580.36865234375,15867.211227416992,12.633129958134548,0.46368715167045593,
16,base,correctness_base,enhancement,0.16,2751.720703125,18618.931930541992,12.965830035196374,0.39444446563720703,
16,base,correctness_base,enhancement,0.18,6476.27880859375,25095.210739135742,15.53883017903142,0.3910614550113678,
16,base,correctness_base,enhancement,0.2,3991.90185546875,29087.112594604492,16.204519551311694,0.5277777910232544,
16,base,correctness_base,enhancement,0.25,6171.08544921875,35258.19804382324,15.712209466944405,0.5902004837989807,
16,base,correctness_base,enhancement,0.3,9755.841796875,45014.03984069824,16.715202317377734,0.6213808655738831,
16,base,correctness_base,enhancement,0.35,11077.837890625,56091.87773132324,17.857968077466808,0.5892857313156128,
16,base,correctness_base,enhancement,0.39999999999999997,8479.2333984375,64571.11112976074,17.986381930295472,0.6458797454833984,
16,base,correctness_base,enhancement,0.44999999999999996,11735.4033203125,76306.51445007324,18.89242744493024,0.5367483496665955,
16,base,correctness_base,enhancement,0.49999999999999994,9843.7138671875,86150.22831726074,19.19568367140391,0.5501113533973694,
16,base,correctness_base,enhancement,0.5499999999999999,9851.99609375,96002.22441101074,19.445457648574184,0.583518922328949,
16,base,correctness_base,enhancement,0.5999999999999999,7506.39306640625,103508.61747741699,19.218087166248978,0.5924276113510132,
16,base,correctness_base,enhancement,0.6499999999999999,7908.46533203125,111417.08280944824,19.09461573426705,0.5723831057548523,
16,base,correctness_base,enhancement,0.7,6520.9638671875,117938.04667663574,18.770976711226442,0.598214328289032,
16,base,correctness_base,enhancement,0.7499999999999998,2296.6845703125,120234.73124694824,17.860179923789104,0.5679287314414978,
16,base,correctness_base,enhancement,0.7999999999999998,1582.967041015625,121817.69828796387,16.963890584593212,0.6213808655738831,
16,base,correctness_base,enhancement,0.8499999999999999,625.9620361328125,122443.66032409668,16.047661903551333,0.6102449893951416,
16,base,correctness_base,enhancement,0.8999999999999999,1105.949462890625,123549.6097869873,15.292685949620907,0.5812917947769165,
16,base,correctness_base,enhancement,0.9499999999999997,554.8651733398438,124104.47496032715,14.552588527242865,0.576837420463562,
16,base,correctness_base,enhancement,0.9999999999999998,828.0481567382812,124932.52311706543,13.918507477391424,0.5758928656578064,
16,base,correctness_base,enhancement,test,3039.132568359375,124932.52311706543,1.015413487590837,0.600735068321228,test
16,base,multitask_dual,enhancement,0.02,1247.2102661132812,1247.2102661132812,6.967655117951292,0.019553072284907103,
16,base,multitask_dual,enhancement,0.04,4468.310302734375,5715.520568847656,15.920670108210741,0.06944444589316845,
16,base,multitask_dual,enhancement,0.06,5635.869384765625,11351.389953613281,21.099237831994948,0.0865921750664711,
16,base,multitask_dual,enhancement,0.08,6562.9986572265625,17914.388610839844,24.950401964958,0.07500000298023224,
16,base,multitask_dual,enhancement,0.1,7431.728271484375,25346.11688232422,28.2565405600047,0.05586592108011246,
16,base,multitask_dual,enhancement,0.12000000000000001,6448.3441162109375,31794.460998535156,29.521319404396618,0.11666667088866234,
16,base,multitask_dual,enhancement,0.13999999999999999,4826.61328125,36621.074279785156,29.156906273714295,0.1508379802107811,
16,base,multitask_dual,enhancement,0.16,4844.0743408203125,41465.14862060547,28.875451685658405,0.25555557012557983,
16,base,multitask_dual,enhancement,0.18,5357.205078125,46822.35369873047,28.992169472898123,0.16201116517186165,
16,base,multitask_dual,enhancement,0.2,4407.7138671875,51230.06756591797,28.540427613324773,0.17222222313284874,
16,base,multitask_dual,enhancement,0.25,11034.833984375,62264.90155029297,27.747282330790092,0.2082405388355255,
16,base,multitask_dual,enhancement,0.3,7254.93212890625,69519.83367919922,25.8150143628664,0.2405345244333148,
16,base,multitask_dual,enhancement,0.35,10786.9775390625,80306.81121826172,25.56727514112121,0.129464291036129,
16,base,multitask_dual,enhancement,0.39999999999999997,9017.572509765625,89324.38372802734,24.88144393538366,0.18040089309215546,
16,base,multitask_dual,enhancement,0.44999999999999996,8679.5458984375,98003.92962646484,24.264404463100977,0.22828508168458939,
16,base,multitask_dual,enhancement,0.49999999999999994,5602.8408203125,103606.77044677734,23.0852875327044,0.21714922040700912,
16,base,multitask_dual,enhancement,0.5499999999999999,8328.334716796875,111935.10516357422,22.672697015105168,0.133630296215415,
16,base,multitask_dual,enhancement,0.5999999999999999,4197.7052001953125,116132.81036376953,21.5619774162216,0.30734967067837715,
16,base,multitask_dual,enhancement,0.6499999999999999,4673.05224609375,120805.86260986328,20.703661115657802,0.24276169389486313,
16,base,multitask_dual,enhancement,0.7,5126.280029296875,125932.14263916016,20.04331412369253,0.2343750149011612,
16,base,multitask_dual,enhancement,0.7499999999999998,7302.4140625,133234.55670166016,19.79122945657459,0.23942094668745995,
16,base,multitask_dual,enhancement,0.7999999999999998,4375.33642578125,137609.8931274414,19.16305432773171,0.24721604399383068,
16,base,multitask_dual,enhancement,0.8499999999999999,5945.064208984375,143554.95733642578,18.814542245927363,0.29398664087057114,
16,base,multitask_dual,enhancement,0.8999999999999999,5154.506103515625,148709.4634399414,18.406914647845205,0.3006681576371193,
16,base,multitask_dual,enhancement,0.9499999999999997,4474.140869140625,153183.60430908203,17.96243014881356,0.3273942284286022,
16,base,multitask_dual,enhancement,0.9999999999999998,6468.802490234375,159652.4067993164,17.786587210262525,0.3314732313156128,
16,base,multitask_dual,enhancement,test,36521.75,159652.4067993164,12.202388907450718,0.3351152837276459,test
16,base,multitask_triple_base,enhancement,0.02,1360.5530242919922,1360.5530242919922,7.600854884312805,0.16201116486142078,
16,base,multitask_triple_base,enhancement,0.04,7849.4189453125,9209.971969604492,25.65451802118243,0.15185185459752878,
16,base,multitask_triple_base,enhancement,0.06,10213.281494140625,19423.253463745117,36.102701605474195,0.17877094820141792,
16,base,multitask_triple_base,enhancement,0.08,11247.219482421875,30670.472946166992,42.71653613672283,0.18148148308197656,
16,base,multitask_triple_base,enhancement,0.1,11878.908935546875,42549.38188171387,47.435208340818136,0.1508379876613617,
16,base,multitask_triple_base,enhancement,0.12000000000000001,8205.6083984375,50754.99028015137,47.12626766959273,0.28333334376414615,
16,base,multitask_triple_base,enhancement,0.13999999999999999,9003.04052734375,59758.03080749512,47.57805000596745,0.2383612667520841,
16,base,multitask_triple_base,enhancement,0.16,6266.034515380859,66024.06532287598,45.97776136690528,0.19444445396463075,
16,base,multitask_triple_base,enhancement,0.18,5261.5770263671875,71285.64234924316,44.13971662491837,0.26443202296892804,
16,base,multitask_triple_base,enhancement,0.2,5435.475036621094,76721.11738586426,42.741569574297635,0.20740741367141405,
16,base,multitask_triple_base,enhancement,0.25,16256.0478515625,92977.16523742676,41.433674348229395,0.22717150238653025,
16,base,multitask_triple_base,enhancement,0.3,14978.863037109375,107956.02827453613,40.08764510751435,0.21529324849446616,
16,base,multitask_triple_base,enhancement,0.35,12365.05615234375,120321.08442687988,38.30661713686084,0.23883929600318274,
16,base,multitask_triple_base,enhancement,0.39999999999999997,11724.66943359375,132045.75386047363,36.78154703634363,0.3340757340192795,
16,base,multitask_triple_base,enhancement,0.44999999999999996,14285.1796875,146330.93354797363,36.22949580291499,0.3051224971810977,
16,base,multitask_triple_base,enhancement,0.49999999999999994,21001.010498046875,167331.9440460205,37.28430125802596,0.3036377156774203,
16,base,multitask_triple_base,enhancement,0.5499999999999999,16281.1220703125,183613.066116333,37.191222628384246,0.28953229263424873,
16,base,multitask_triple_base,enhancement,0.5999999999999999,11573.568603515625,195186.63471984863,36.23962768656677,0.2910170753796895,
16,base,multitask_triple_base,enhancement,0.6499999999999999,9917.8818359375,205104.51655578613,35.15073120064886,0.3051225120822589,
16,base,multitask_triple_base,enhancement,0.7,9557.50390625,214662.02046203613,34.16552927933091,0.2998512089252472,
16,base,multitask_triple_base,enhancement,0.7499999999999998,19662.53662109375,234324.55708312988,34.80756938252078,0.3414996365706126,
16,base,multitask_triple_base,enhancement,0.7999999999999998,18305.46533203125,252630.02241516113,35.180340121871765,0.3756496061881383,
16,base,multitask_triple_base,enhancement,0.8499999999999999,17620.619873046875,270250.642288208,35.41948129596435,0.399406095345815,
16,base,multitask_triple_base,enhancement,0.8999999999999999,8303.21826171875,278553.86054992676,34.47875486445436,0.4157386894027392,
16,base,multitask_triple_base,enhancement,0.9499999999999997,6727.7728271484375,285281.6333770752,33.45234912958199,0.3711952567100525,
16,base,multitask_triple_base,enhancement,0.9999999999999998,8314.889526367188,293596.5229034424,32.7090600382623,0.2894345323244731,
16,base,multitask_triple_base,enhancement,test,77304.54296875,293596.5229034424,25.82844736677247,0.3698630134264628,test
16,instruct,attribute,enhancement,0.02,521.0011596679688,521.0011596679688,2.910621003731669,0.05027932673692703,
16,instruct,attribute,enhancement,0.04,2625.924072265625,3146.9252319335938,8.765808445497475,0.1666666716337204,
16,instruct,attribute,enhancement,0.06,4742.2060546875,7889.131286621094,14.663812800410955,0.13966479897499084,
16,instruct,attribute,enhancement,0.08,4841.84912109375,12730.980407714844,17.73117048428251,0.1666666716337204,
16,instruct,attribute,enhancement,0.1,2260.895751953125,14991.876159667969,16.713351348570757,0.14525139331817627,
16,instruct,attribute,enhancement,0.12000000000000001,4154.4013671875,19146.27752685547,17.77741645947583,0.21666666865348816,
16,instruct,attribute,enhancement,0.13999999999999999,2734.0361328125,21880.31365966797,17.420631894640103,0.26815640926361084,
16,instruct,attribute,enhancement,0.16,5166.138671875,27046.45233154297,18.834576832550812,0.12777778506278992,
16,instruct,attribute,enhancement,0.18,2851.64599609375,29898.09832763672,18.512754382437596,0.27374300360679626,
16,instruct,attribute,enhancement,0.2,2832.431396484375,32730.529724121094,18.23427839783905,0.16111111640930176,
16,instruct,attribute,enhancement,0.25,9734.1376953125,42464.667419433594,18.92364858263529,0.08240535110235214,
16,instruct,attribute,enhancement,0.3,5076.91748046875,47541.584899902344,17.653763423654787,0.2717149257659912,
16,instruct,attribute,enhancement,0.35,3253.10302734375,50794.687927246094,16.17150204624199,0.3750000298023224,
16,instruct,attribute,enhancement,0.39999999999999997,3772.528076171875,54567.21600341797,15.199781616550966,0.39198219776153564,
16,instruct,attribute,enhancement,0.44999999999999996,3890.035888671875,58457.251892089844,14.473199280042051,0.48997774720191956,
16,instruct,attribute,enhancement,0.49999999999999994,2778.64208984375,61235.893981933594,13.644361404174152,0.44320714473724365,
16,instruct,attribute,enhancement,0.5499999999999999,4005.69384765625,65241.587829589844,13.21482435276278,0.29398664832115173,
16,instruct,attribute,enhancement,0.5999999999999999,2930.5078125,68172.09564208984,12.657277319363136,0.3808463215827942,
16,instruct,attribute,enhancement,0.6499999999999999,2855.56591796875,71027.6615600586,12.172692640969768,0.3608017861843109,
16,instruct,attribute,enhancement,0.7,2596.9736328125,73624.6351928711,11.718070220097262,0.2366071492433548,
16,instruct,attribute,enhancement,0.7499999999999998,4830.7666015625,78455.4017944336,11.654100088299701,0.38752785325050354,
16,instruct,attribute,enhancement,0.7999999999999998,1708.227294921875,80163.62908935547,11.16329607148802,0.5523385405540466,
16,instruct,attribute,enhancement,0.8499999999999999,2252.50146484375,82416.13055419922,10.801589849829517,0.32962140440940857,
16,instruct,attribute,enhancement,0.8999999999999999,2276.68359375,84692.81414794922,10.483081340258599,0.4120267331600189,
16,instruct,attribute,enhancement,0.9499999999999997,1291.9200439453125,85984.73419189453,10.082637686666807,0.47661471366882324,
16,instruct,attribute,enhancement,0.9999999999999998,3764.834228515625,89749.56842041016,9.998837836498458,0.5491071939468384,
16,instruct,attribute,enhancement,test,15133.6474609375,89749.56842041016,5.0563472973396255,0.3077180087566376,test
16,instruct,state,enhancement,0.02,644.0126953125,644.0126953125,3.597836286662011,0.07821229100227356,
16,instruct,state,enhancement,0.04,938.2116088867188,1582.2243041992188,4.407310039552141,0.08888889104127884,
16,instruct,state,enhancement,0.06,1929.994384765625,3512.2186889648438,6.528287525956959,0.03910614550113678,
16,instruct,state,enhancement,0.08,1304.0443115234375,4816.263000488281,6.707887187309584,0.03888889029622078,
16,instruct,state,enhancement,0.1,1524.309814453125,6340.572814941406,7.068643048987075,0.061452511698007584,
16,instruct,state,enhancement,0.12000000000000001,2504.65673828125,8845.229553222656,8.212840810791695,0.03888889029622078,
16,instruct,state,enhancement,0.13999999999999999,1502.81640625,10348.045959472656,8.238890095121542,0.03910614550113678,
16,instruct,state,enhancement,0.16,843.5457153320312,11191.591674804688,7.793587517273459,0.11666666716337204,
16,instruct,state,enhancement,0.18,848.4306640625,12040.022338867188,7.455122191249033,0.07262569665908813,
16,instruct,state,enhancement,0.2,1684.0484619140625,13724.07080078125,7.645721894585654,0.02777777798473835,
16,instruct,state,enhancement,0.25,2723.3974609375,16447.46826171875,7.32953131092636,0.0890868604183197,
16,instruct,state,enhancement,0.3,3681.3857421875,20128.85400390625,7.474509470444207,0.06904231756925583,
16,instruct,state,enhancement,0.35,3725.439453125,23854.29345703125,7.594490116851719,0.113839291036129,
16,instruct,state,enhancement,0.39999999999999997,3612.1337890625,27466.42724609375,7.650815388884053,0.08240535110235214,
16,instruct,state,enhancement,0.44999999999999996,4275.8564453125,31742.28369140625,7.858946197426652,0.08017817884683609,
16,instruct,state,enhancement,0.49999999999999994,3920.8818359375,35663.16552734375,7.946338129978554,0.14922049641609192,
16,instruct,state,enhancement,0.5499999999999999,3626.549560546875,39289.715087890625,7.958216546058462,0.08685968816280365,
16,instruct,state,enhancement,0.5999999999999999,2699.57763671875,41989.292724609375,7.796006818531262,0.10467706620693207,
16,instruct,state,enhancement,0.6499999999999999,2867.70849609375,44857.001220703125,7.68757518778117,0.0935412049293518,
16,instruct,state,enhancement,0.7,4140.970703125,48997.971923828125,7.798499430817782,0.1183035746216774,
16,instruct,state,enhancement,0.7499999999999998,2702.3017578125,51700.273681640625,7.67977921592998,0.15812918543815613,
16,instruct,state,enhancement,0.7999999999999998,4243.0615234375,55943.335205078125,7.79046584111936,0.057906460016965866,
16,instruct,state,enhancement,0.8499999999999999,5276.236328125,61219.571533203125,8.023534932267776,0.11135857552289963,
16,instruct,state,enhancement,0.8999999999999999,2417.630615234375,63637.2021484375,7.876866214684676,0.10690423846244812,
16,instruct,state,enhancement,0.9499999999999997,2821.843994140625,66459.04614257812,7.793040119908317,0.1269487738609314,
16,instruct,state,enhancement,0.9999999999999998,2634.33740234375,69093.38354492188,7.697569468017143,0.098214291036129,
16,instruct,state,enhancement,test,29214.943359375,69093.38354492188,9.76109033056298,0.12261945009231567,test
16,instruct,correctness_instruct,enhancement,0.02,135.41470336914062,135.41470336914062,0.7565067227326292,0.3016759753227234,
