layer,model,task,group,data_pct,chunk_bits,cumulative_bits,bits_per_sample,accuracy,eval_split
16,base,state,all,0.06,2705.685302734375,8856.605834960938,5.873080792414415,0.04373757168650627,
16,base,state,all,0.08,4375.21044921875,13231.816284179688,6.5797196838287855,0.04373757168650627,
16,base,state,all,0.1,3413.498046875,16645.314331054688,6.62104786438134,0.06759443134069443,
16,base,state,all,0.12000000000000001,4677.22119140625,21322.535522460938,7.069806207712513,0.049800798296928406,
16,base,state,all,0.13999999999999999,2491.072509765625,23813.608032226562,6.767152040985099,0.061630215495824814,
16,base,state,all,0.16,3258.06396484375,27071.671997070312,6.730898059937919,0.09542743116617203,
16,base,state,all,0.18,4405.4091796875,31477.081176757812,6.956261033537638,0.05765407159924507,
16,base,state,all,0.2,2742.879638671875,34219.96081542969,6.805879239345602,0.11332007497549057,
16,base,state,all,0.25,6279.3505859375,40499.31140136719,6.443804518912838,0.12330946326255798,
16,base,state,all,0.3,14890.583984375,55389.89538574219,7.344191910069237,0.07796340435743332,
16,base,state,all,0.35,12293.369140625,67683.26452636719,7.692154168242663,0.06603022664785385,
16,base,state,all,0.39999999999999997,7552.73681640625,75236.00134277344,7.4817025997189175,0.09944311529397964,
16,base,state,all,0.44999999999999996,8662.64453125,83898.64587402344,7.416127099268403,0.09307875484228134,
16,base,state,all,0.49999999999999994,6875.4482421875,90774.09411621094,7.221487200971435,0.1344470977783203,
16,base,state,all,0.5499999999999999,10297.833984375,101071.92810058594,7.309751074028057,0.07159904390573502,
16,base,state,all,0.5999999999999999,8924.57421875,109996.50231933594,7.2922634791392165,0.08114558458328247,
16,base,state,all,0.6499999999999999,9721.9248046875,119718.42712402344,7.326260762745452,0.11694510281085968,
16,base,state,all,0.7,8598.818359375,128317.24548339844,7.291581173053667,0.13285601139068604,
16,base,state,all,0.7499999999999998,6823.119140625,135140.36462402344,7.167348959110233,0.09466984868049622,
16,base,state,all,0.7999999999999998,6324.02685546875,141464.3914794922,7.03383012527308,0.10739856958389282,
16,base,state,all,0.8499999999999999,5285.634765625,146750.0262451172,6.8674260023921185,0.17024661600589752,
16,base,state,all,0.8999999999999999,8004.75537109375,154754.78161621094,6.839688041024084,0.05330150946974754,
16,base,state,all,0.9499999999999997,11620.5244140625,166375.30603027344,6.96626495960614,0.12012728303670883,
16,base,state,all,0.9999999999999998,8703.2861328125,175078.59216308594,6.964144477449719,0.09069212526082993,
16,base,state,all,test,67225.4921875,175078.59216308594,8.021177924770313,0.11693115532398224,test
16,base_control,state,all,0.02,1885.9820556640625,1885.9820556640625,3.756936365864666,0.009960159659385681,
16,base_control,state,all,0.04,4536.9765625,6422.9586181640625,6.391003600163247,0.061630215495824814,
16,base_control,state,all,0.06,4226.19873046875,10649.157348632812,7.0617754301278595,0.08151093125343323,
16,base_control,state,all,0.08,3796.76611328125,14445.923461914062,7.1834527408821796,0.0417494997382164,
16,base_control,state,all,0.1,2856.59033203125,17302.513793945312,6.88246372074197,0.08151093125343323,
16,base_control,state,all,0.12000000000000001,3912.659423828125,21215.173217773438,7.034208626582704,0.029880478978157043,
16,base_control,state,all,0.13999999999999999,4262.533203125,25477.706420898438,7.240041608666791,0.04373757168650627,
16,base_control,state,all,0.16,4820.1259765625,30297.832397460938,7.533026453868955,0.07157057523727417,
16,base_control,state,all,0.18,4666.48779296875,34964.32019042969,7.726921589045235,0.033797215670347214,
16,base_control,state,all,0.2,3608.696533203125,38573.01672363281,7.671642148693877,0.08151093125343323,
16,base_control,state,all,0.25,14723.283203125,53296.29992675781,8.47992043385168,0.0461416058242321,
16,base_control,state,all,0.3,12381.552734375,65677.85266113281,8.708280649845241,0.036595068871974945,
16,base_control,state,all,0.35,9317.3173828125,74995.17004394531,8.52314695351123,0.04932378605008125,
16,base_control,state,all,0.39999999999999997,8780.0654296875,83775.23547363281,8.330870671602309,0.05409705638885498,
16,base_control,state,all,0.44999999999999996,11436.365234375,95211.60070800781,8.416123106868895,0.06762132048606873,
16,base_control,state,all,0.49999999999999994,17514.037109375,112725.63781738281,8.967831170833955,0.04932378605008125,
16,base_control,state,all,0.5499999999999999,14734.84375,127460.48156738281,9.218231110680756,0.041368335485458374,
16,base_control,state,all,0.5999999999999999,14370.9990234375,141831.4805908203,9.402776491038207,0.040572792291641235,
16,base_control,state,all,0.6499999999999999,9918.400390625,151749.8809814453,9.286450093717967,0.04693715274333954,
16,base_control,state,all,0.7,8923.552734375,160673.4337158203,9.130209894068662,0.041368335485458374,
16,base_control,state,all,0.7499999999999998,10440.548828125,171113.9825439453,9.075257626303118,0.04295942559838295,
16,base_control,state,all,0.7999999999999998,10442.58203125,181556.5645751953,9.027275486037952,0.03341288864612579,
16,base_control,state,all,0.8499999999999999,11218.849609375,192775.4141845703,9.02126511229212,0.036595068871974945,
16,base_control,state,all,0.8999999999999999,9647.224609375,202422.6387939453,8.946461539553846,0.03341288864612579,
16,base_control,state,all,0.9499999999999997,12920.583984375,215343.2227783203,9.016590159457367,0.026252983137965202,
16,base_control,state,all,0.9999999999999998,11229.876953125,226573.0997314453,9.012454245483108,0.03898170217871666,
16,base_control,state,all,test,79582.546875,226573.0997314453,9.495590845364514,0.04116453975439072,test
16,base,correctness_base,all,0.02,379.7886657714844,379.7886657714844,0.7565511270348294,0.35458168387413025,
16,base,correctness_base,all,0.04,358.3497009277344,738.1383666992188,0.7344660365166356,0.47514909505844116,
16,base,correctness_base,all,0.06,4738.4833984375,5476.621765136719,3.6317120458466303,0.34990057349205017,
16,base,correctness_base,all,0.08,7048.15234375,12524.774108886719,6.228132326646802,0.6858846545219421,
16,base,correctness_base,all,0.1,13619.29296875,26144.06707763672,10.399390245678886,0.6759443283081055,
16,base,correctness_base,all,0.12000000000000001,333.1689758300781,26477.236053466797,8.77892442091074,0.6274900436401367,
16,base,correctness_base,all,0.13999999999999999,7475.00732421875,33952.24337768555,9.648264671124053,0.6441351771354675,
16,base,correctness_base,all,0.16,16643.798828125,50596.04220581055,12.579821533021022,0.6381709575653076,
16,base,correctness_base,all,0.18,10876.556640625,61472.59884643555,13.58510471744432,0.6898608207702637,
16,base,correctness_base,all,0.2,5847.20703125,67319.80587768555,13.38898287145695,0.6540755033493042,
16,base,correctness_base,all,0.25,32477.544921875,99797.35079956055,15.878655656254661,0.6634844541549683,
16,base,correctness_base,all,0.3,19598.619140625,119395.96994018555,15.830810122008161,0.3579952120780945,
16,base,correctness_base,all,0.35,16477.654296875,135873.62423706055,15.441939338227133,0.6674622297286987,
16,base,correctness_base,all,0.39999999999999997,36062.86328125,171936.48751831055,17.09790050898076,0.6324582099914551,
16,base,correctness_base,all,0.44999999999999996,34741.86328125,206678.35079956055,18.269101988823525,0.33412888646125793,
16,base,correctness_base,all,0.49999999999999994,13076.4375,219754.78829956055,17.482481169416115,0.3285600543022156,
16,base,correctness_base,all,0.5499999999999999,12309.390625,232064.17892456055,16.78340774749118,0.6658711433410645,
16,base,correctness_base,all,0.5999999999999999,24663.87109375,256728.05001831055,17.019891939691764,0.6841686367988586,
16,base,correctness_base,all,0.6499999999999999,34055.51171875,290783.56173706055,17.794722583505326,0.6515513062477112,
16,base,correctness_base,all,0.7,18876.275390625,309659.83712768555,17.596308508221703,0.35958629846572876,
16,base,correctness_base,all,0.7499999999999998,8353.42578125,318013.26290893555,16.866256319752615,0.6571201086044312,
16,base,correctness_base,all,0.7999999999999998,31333.1640625,349346.42697143555,17.37004907375873,0.6634844541549683,
16,base,correctness_base,all,0.8499999999999999,26214.890625,375561.31759643555,17.575053469813074,0.3206046223640442,
16,base,correctness_base,all,0.8999999999999999,1921.6456298828125,377482.96322631836,16.683592470004346,0.6634844541549683,
16,base,correctness_base,all,0.9499999999999997,25297.685546875,402780.64877319336,16.86474265264805,0.6754176616668701,
16,base,correctness_base,all,0.9999999999999998,26970.619140625,429751.26791381836,17.094322510493967,0.3293555974960327,
16,base,correctness_base,all,test,62618.0,429751.26791381836,7.471423457821262,0.6663882732391357,test
16,base_control,correctness_base,all,0.02,454.6565856933594,454.6565856933594,0.9056904097477279,0.3306773006916046,
16,base_control,correctness_base,all,0.04,11233.5400390625,11688.19662475586,11.6300463927919,0.33001986145973206,
16,base_control,correctness_base,all,0.06,6768.515625,18456.71224975586,12.23919910461264,0.6461232304573059,
16,base_control,correctness_base,all,0.08,4700.61328125,23157.32553100586,11.515328458978548,0.6759443283081055,
16,base_control,correctness_base,all,0.1,15180.5,38337.82553100586,15.249731714799466,0.6540755033493042,
16,base_control,correctness_base,all,0.12000000000000001,8554.0107421875,46891.83627319336,15.547691072013713,0.34860557317733765,
16,base_control,correctness_base,all,0.13999999999999999,3587.1259765625,50478.96224975586,14.344689471371373,0.7017892599105835,
16,base_control,correctness_base,all,0.16,13637.8369140625,64116.79916381836,15.941521423127389,0.697813093662262,
16,base_control,correctness_base,all,0.18,1047.636474609375,65164.435638427734,14.40098025158624,0.6779323816299438,
16,base_control,correctness_base,all,0.2,15206.9248046875,80371.36044311523,15.984757446920293,0.6679919958114624,
16,base_control,correctness_base,all,0.25,7154.61083984375,87525.97128295898,13.926168859659345,0.33810660243034363,
16,base_control,correctness_base,all,0.3,15823.7412109375,103349.71249389648,13.703223613616611,0.6515513062477112,
16,base_control,correctness_base,all,0.35,44537.45703125,147887.16952514648,16.807270090367822,0.6459825038909912,
16,base_control,correctness_base,all,0.39999999999999997,22001.38671875,169888.55624389648,16.89424783650522,0.650755763053894,
16,base_control,correctness_base,all,0.44999999999999996,26494.669921875,196383.22616577148,17.359075944998807,0.3587907552719116,
16,base_control,correctness_base,all,0.49999999999999994,6113.27734375,202496.50350952148,16.109507041330268,0.6809864640235901,
16,base_control,correctness_base,all,0.5499999999999999,25364.0703125,227860.57382202148,16.47939349258852,0.6778042912483215,
16,base_control,correctness_base,all,0.5999999999999999,30624.734375,258485.30819702148,17.13639009526793,0.3452664911746979,
16,base_control,correctness_base,all,0.6499999999999999,15399.8193359375,273885.127532959,16.76060997080711,0.6642799973487854,
16,base_control,correctness_base,all,0.7,27580.029296875,301465.156829834,17.130648757235708,0.6698488593101501,
16,base_control,correctness_base,all,0.7499999999999998,36598.18359375,338063.340423584,17.929638845058818,0.35958629846572876,
16,base_control,correctness_base,all,0.7999999999999998,1117.0677490234375,339180.4081726074,16.86457876753219,0.6316626667976379,
16,base_control,correctness_base,all,0.8499999999999999,32015.515625,371195.9237976074,17.370767176639404,0.6674622297286987,
16,base_control,correctness_base,all,0.8999999999999999,25744.994140625,396940.9179382324,17.543574557510492,0.31105807423591614,
16,base_control,correctness_base,all,0.9499999999999997,17924.232421875,414865.1503601074,17.370730241598938,0.6650755405426025,
16,base_control,correctness_base,all,0.9999999999999998,38677.23828125,453542.3886413574,18.040667805941027,0.6579156517982483,
16,base_control,correctness_base,all,test,8368.4482421875,453542.3886413574,0.9985023555885336,0.4420713484287262,test
16,base,multitask_dual,all,0.02,3300.0584716796875,3300.0584716796875,6.573821656732445,0.05876494199037552,
16,base,multitask_dual,all,0.04,14802.199462890625,18102.257934570312,18.012196949821206,0.06063617952167988,
16,base,multitask_dual,all,0.06,12077.982421875,30180.240356445312,20.0134219870327,0.07554671727120876,
16,base,multitask_dual,all,0.08,13973.81494140625,44154.05529785156,21.95626817396895,0.10536778904497623,
16,base,multitask_dual,all,0.1,17014.1982421875,61168.25354003906,24.331047549737097,0.06361828930675983,
16,base,multitask_dual,all,0.12000000000000001,15224.461181640625,76392.71472167969,25.329149443527747,0.08864542096853256,
16,base,multitask_dual,all,0.13999999999999999,12276.058349609375,88668.77307128906,25.197150631227355,0.06858846545219421,
16,base,multitask_dual,all,0.16,14108.00927734375,102776.78234863281,25.553650509356743,0.10735585913062096,
16,base,multitask_dual,all,0.18,15041.09912109375,117817.88146972656,26.03710087728764,0.0695825032889843,
16,base,multitask_dual,all,0.2,9149.130859375,126967.01232910156,25.25199131445934,0.16600396484136581,
16,base,multitask_dual,all,0.25,19829.1484375,146796.16076660156,23.356588825234933,0.16109784692525864,
16,base,multitask_dual,all,0.3,23225.3271484375,170021.48791503906,22.543289301914488,0.24423229694366455,
16,base,multitask_dual,all,0.35,17510.59033203125,187532.0782470703,21.31288535595753,0.16229116916656494,
16,base,multitask_dual,all,0.39999999999999997,19151.337890625,206683.4161376953,20.553243450447027,0.2836117669939995,
16,base,multitask_dual,all,0.44999999999999996,23375.537109375,230058.9532470703,20.33580422938834,0.12211615033447742,
16,base,multitask_dual,all,0.49999999999999994,21356.2294921875,251415.1827392578,20.001207855151776,0.21758154407143593,
16,base,multitask_dual,all,0.5499999999999999,24918.9580078125,276334.1407470703,19.98511179193392,0.21241050586104393,
16,base,multitask_dual,all,0.5999999999999999,15719.65625,292053.7969970703,19.36182690248411,0.1845664232969284,
16,base,multitask_dual,all,0.6499999999999999,22859.3291015625,314913.1260986328,19.27134973983433,0.2187748569995165,
16,base,multitask_dual,all,0.7,15087.56494140625,330000.69104003906,18.7521701920695,0.2669053301215172,
16,base,multitask_dual,all,0.7499999999999998,13973.27490234375,343973.9659423828,18.243116729906276,0.2931583244353533,
16,base,multitask_dual,all,0.7999999999999998,18724.3291015625,362698.2950439453,18.033924773465856,0.36873508244752884,
16,base,multitask_dual,all,0.8499999999999999,14651.84130859375,377350.13635253906,17.65876439480271,0.2641209252178669,
16,base,multitask_dual,all,0.8999999999999999,13170.326171875,390520.46252441406,17.259810064722622,0.18933970108628273,
16,base,multitask_dual,all,0.9499999999999997,12736.354736328125,403256.8172607422,16.88468020184827,0.3241845667362213,
16,base,multitask_dual,all,0.9999999999999998,14190.33740234375,417447.15466308594,16.604898753503814,0.23508353158831596,
16,base,multitask_dual,all,test,82503.9921875,417447.15466308594,9.84417040776757,0.29447560012340546,test
16,base_control,multitask_dual,all,0.02,3330.2862548828125,3330.2862548828125,6.6340363643083915,0.01593625545501709,
16,base_control,multitask_dual,all,0.04,12553.61865234375,15883.904907226562,15.804880504703048,0.056660035625100136,
16,base_control,multitask_dual,all,0.06,10803.7158203125,26687.620727539062,17.69736122515853,0.07057653926312923,
16,base_control,multitask_dual,all,0.08,19638.55078125,46326.17150878906,23.036385633410774,0.06560635939240456,
16,base_control,multitask_dual,all,0.1,17249.91015625,63576.08166503906,25.288815300333756,0.08846918027848005,
16,base_control,multitask_dual,all,0.12000000000000001,17519.6865234375,81095.76818847656,26.888517303871538,0.07270916551351547,
16,base_control,multitask_dual,all,0.13999999999999999,21731.0703125,102826.83850097656,29.220471298941906,0.03876739460974932,
16,base_control,multitask_dual,all,0.16,19713.662109375,122540.50061035156,30.46755360774529,0.09145128726959229,
16,base_control,multitask_dual,all,0.18,15738.89501953125,138279.3956298828,30.55898245964261,0.08548707142472267,
16,base_control,multitask_dual,all,0.2,15011.8134765625,153291.2091064453,30.487511755458495,0.0626242533326149,
16,base_control,multitask_dual,all,0.25,37390.599609375,190681.8087158203,30.33918993091811,0.07716786116361618,
16,base_control,multitask_dual,all,0.3,35361.90869140625,226043.71740722656,29.97132291265269,0.1006364356726408,
16,base_control,multitask_dual,all,0.35,37144.25341796875,263187.9708251953,29.911122948652725,0.06841686740517616,
16,base_control,multitask_dual,all,0.39999999999999997,36448.255859375,299636.2266845703,29.796760807932607,0.05529037304222584,
16,base_control,multitask_dual,all,0.44999999999999996,42861.439453125,342497.6661376953,30.27469867742379,0.08949880674481392,
16,base_control,multitask_dual,all,0.49999999999999994,58362.3232421875,400859.9893798828,31.89021395225798,0.0807478129863739,
16,base_control,multitask_dual,all,0.5499999999999999,52823.8017578125,453683.7911376953,32.81144074185979,0.056881463155150414,
16,base_control,multitask_dual,all,0.5999999999999999,40301.2802734375,493985.0714111328,32.74894400763278,0.10620525293052197,
16,base_control,multitask_dual,all,0.6499999999999999,36445.220703125,530430.2921142578,32.46008763932794,0.12768496572971344,
16,base_control,multitask_dual,all,0.7,35204.591796875,565634.8839111328,32.1419981765617,0.12211614847183228,
16,base_control,multitask_dual,all,0.7499999999999998,37246.48046875,602881.3643798828,31.974614923356288,0.07517899572849274,
16,base_control,multitask_dual,all,0.7999999999999998,38660.7607421875,641542.1251220703,31.89847479723898,0.052108192816376686,
16,base_control,multitask_dual,all,0.8499999999999999,43543.4462890625,685085.5714111328,32.05978620483564,0.08870326355099678,
16,base_control,multitask_dual,all,0.8999999999999999,34638.7705078125,719724.3419189453,31.80961468748101,0.07040572911500931,
16,base_control,multitask_dual,all,0.9499999999999997,33814.466796875,753538.8087158203,31.55126276915883,0.07517899759113789,
16,base_control,multitask_dual,all,0.9999999999999998,39427.150390625,792965.9591064453,31.54200314663665,0.06642800197005272,
16,base_control,multitask_dual,all,test,292790.0546875,792965.9591064453,34.93497848556258,0.04426679573953152,test
16,base,multitask_triple_base,all,0.02,3729.242462158203,3729.242462158203,7.428769844936659,0.25564410785833996,
16,base,multitask_triple_base,all,0.04,29988.491943359375,33717.73440551758,33.549984483102065,0.28098076830307644,
16,base,multitask_triple_base,all,0.06,18967.15185546875,52684.88626098633,34.93692722877078,0.18290257453918457,
16,base,multitask_triple_base,all,0.08,26936.542724609375,79621.4289855957,39.592953249923276,0.26043736189603806,
16,base,multitask_triple_base,all,0.1,28983.88623046875,108605.31521606445,43.20020493876868,0.21073557684818903,
16,base,multitask_triple_base,all,0.12000000000000001,19363.783447265625,127969.09866333008,42.430072501104135,0.17795485258102417,
16,base,multitask_triple_base,all,0.13999999999999999,18903.7373046875,146872.83596801758,41.737094620067516,0.2982107276717822,
16,base,multitask_triple_base,all,0.16,27032.283935546875,173905.11990356445,43.238468399692806,0.3432736818989118,
16,base,multitask_triple_base,all,0.18,16377.812744140625,190282.93264770508,42.051476828222114,0.16898607462644577,
16,base,multitask_triple_base,all,0.2,18666.4208984375,208949.35354614258,41.55715066550171,0.3273690988620122,
16,base,multitask_triple_base,all,0.25,50397.17822265625,259346.53176879883,41.26436464101811,0.34447095294793445,
16,base,multitask_triple_base,all,0.3,48160.1923828125,307506.7241516113,40.77257016064855,0.2484751989444097,
16,base,multitask_triple_base,all,0.35,23173.421630859375,330680.1457824707,37.58155992527227,0.31927870959043503,
16,base,multitask_triple_base,all,0.39999999999999997,39743.482421875,370423.6282043457,36.83608076813302,0.339697686334451,
16,base,multitask_triple_base,all,0.44999999999999996,47438.8779296875,417862.5061340332,36.93648953717256,0.3349244271715482,
16,base,multitask_triple_base,all,0.49999999999999994,41383.22265625,459245.7287902832,36.535061956267555,0.19702996189395586,
16,base,multitask_triple_base,all,0.5499999999999999,24530.05859375,483775.7873840332,34.98776215983462,0.35110050936539966,
16,base,multitask_triple_base,all,0.5999999999999999,48888.439453125,532664.2268371582,35.3131945662396,0.42429062351584435,
16,base,multitask_triple_base,all,0.6499999999999999,42678.569091796875,575342.7959289551,35.20854267969862,0.28639618307352066,
16,base,multitask_triple_base,all,0.7,19423.2578125,594766.0537414551,33.7973663905816,0.4219040125608444,
16,base,multitask_triple_base,all,0.7499999999999998,35980.6201171875,630746.6738586426,33.45248866924649,0.39697691798210144,
16,base,multitask_triple_base,all,0.7999999999999998,19894.44140625,650641.1152648926,32.35089077490516,0.46433305243651074,
16,base,multitask_triple_base,all,0.8499999999999999,39896.8818359375,690537.9971008301,32.31494207032758,0.38292230168978375,
16,base,multitask_triple_base,all,0.8999999999999999,43103.322265625,733641.3193664551,32.42470252658247,0.4131530001759529,
16,base,multitask_triple_base,all,0.9499999999999997,38243.08056640625,771884.3999328613,32.319407106848445,0.38928665965795517,
16,base,multitask_triple_base,all,0.9999999999999998,24932.536865234375,796816.9367980957,31.695184439065063,0.28533544888099033,
16,base,multitask_triple_base,all,test,182385.14453125,796816.9367980957,21.76174018986398,0.3700831284125646,test
16,base_control,multitask_triple_base,all,0.02,4211.9244384765625,4211.9244384765625,8.39028772604893,0.1520584374666214,
16,base_control,multitask_triple_base,all,0.04,19352.594482421875,23564.518920898438,23.447282508356654,0.2783300143977006,
16,base_control,multitask_triple_base,all,0.06,31650.7470703125,55215.26599121094,36.614897872155794,0.26110005378723145,
16,base_control,multitask_triple_base,all,0.08,24230.640380859375,79445.90637207031,39.50567199008966,0.1537441909313202,
16,base_control,multitask_triple_base,all,0.1,22036.507080078125,101482.41345214844,40.36691068104552,0.27435385808348656,
16,base_control,multitask_triple_base,all,0.12000000000000001,28912.024658203125,130394.43811035156,43.23423014268951,0.28154050807158154,
16,base_control,multitask_triple_base,all,0.13999999999999999,22293.58349609375,152688.0216064453,43.389605457927054,0.2836315408349037,
16,base_control,multitask_triple_base,all,0.16,29833.05615234375,182521.07775878906,45.38067572321956,0.1464546024799347,
16,base_control,multitask_triple_base,all,0.18,21153.891845703125,203674.9696044922,45.01104300651761,0.26308812759816647,
16,base_control,multitask_triple_base,all,0.2,30705.6748046875,234380.6444091797,46.61508440914473,0.26242542763551074,
16,base_control,multitask_triple_base,all,0.25,55321.6162109375,289702.2606201172,46.094233988881015,0.29037389655907947,
16,base_control,multitask_triple_base,all,0.3,72715.986328125,362418.2469482422,48.0533342546065,0.28613099828362465,
16,base_control,multitask_triple_base,all,0.35,60873.0390625,423291.2860107422,48.10674917726357,0.16732961932818094,
16,base_control,multitask_triple_base,all,0.39999999999999997,55571.6298828125,478862.9158935547,47.619621707791836,0.26279501244425774,
16,base_control,multitask_triple_base,all,0.44999999999999996,79080.0908203125,557943.0067138672,49.31874893607948,0.27950146049261093,
16,base_control,multitask_triple_base,all,0.49999999999999994,61986.1220703125,619929.1287841797,49.31814867018136,0.15141871447364488,
16,base_control,multitask_triple_base,all,0.5499999999999999,60937.8642578125,680866.9930419922,49.24184516106113,0.2606735589603583,
16,base_control,multitask_triple_base,all,0.5999999999999999,81264.5361328125,762131.5291748047,50.52582399726894,0.2916998105744521,
16,base_control,multitask_triple_base,all,0.6499999999999999,61860.34375,823991.8729248047,50.42481322592281,0.18483161181211472,
16,base_control,multitask_triple_base,all,0.7,49259.0458984375,873250.9188232422,49.622168361361645,0.26597719887892407,
16,base_control,multitask_triple_base,all,0.7499999999999998,84088.033203125,957338.9520263672,50.77374447236103,0.26915938158830005,
16,base_control,multitask_triple_base,all,0.7999999999999998,57432.9482421875,1014771.9002685547,50.45604118280403,0.16759480039278665,
16,base_control,multitask_triple_base,all,0.8499999999999999,70082.7177734375,1084854.6180419922,50.76768300070159,0.25961284215251607,
16,base_control,multitask_triple_base,all,0.8999999999999999,78517.75,1163372.3680419922,51.41750057641617,0.26730309302608174,
16,base_control,multitask_triple_base,all,0.9499999999999997,81209.9755859375,1244582.3436279297,52.11164190545282,0.16971625884373984,
16,base_control,multitask_triple_base,all,0.9999999999999998,52343.2060546875,1296925.5496826172,51.58812846788454,0.15539644410212836,
16,base_control,multitask_triple_base,all,test,295094.15234375,1296925.5496826172,35.209897666597065,0.2899017681678136,test
16,instruct,attribute,all,0.02,1540.2955322265625,1540.2955322265625,3.068317793280005,0.0019920319318771362,
16,instruct,attribute,all,0.04,9479.1396484375,11019.435180664062,10.964612120063745,0.10139164328575134,
16,instruct,attribute,all,0.06,10589.8125,21609.247680664062,14.329739841289166,0.10337971895933151,
16,instruct,attribute,all,0.08,13513.7685546875,35123.01623535156,17.465448152835187,0.05765407159924507,
16,instruct,attribute,all,0.1,9518.583984375,44641.60021972656,17.7571997691832,0.19085486233234406,
16,instruct,attribute,all,0.12000000000000001,9064.27734375,53705.87756347656,17.80698858205456,0.2808765172958374,
16,instruct,attribute,all,0.13999999999999999,8005.05615234375,61710.93371582031,17.536497219613615,0.1729622185230255,
16,instruct,attribute,all,0.16,10716.3359375,72427.26965332031,18.007774652740007,0.069582499563694,
16,instruct,attribute,all,0.18,7066.08740234375,79493.35705566406,17.56759271948377,0.1669979989528656,
16,instruct,attribute,all,0.2,7726.810546875,87220.16760253906,17.346890931292574,0.13518886268138885,
16,instruct,attribute,all,0.25,21316.91015625,108537.07775878906,17.269224782623557,0.14558471739292145,
16,instruct,attribute,all,0.3,14863.7509765625,123400.82873535156,16.361817652526064,0.3818615674972534,
16,instruct,attribute,all,0.35,13231.548828125,136632.37756347656,15.528171106202587,0.29912489652633667,
16,instruct,attribute,all,0.39999999999999997,11861.115234375,148493.49279785156,14.766656006150713,0.37629276514053345,
16,instruct,attribute,all,0.44999999999999996,11600.14453125,160093.63732910156,14.15129827005229,0.21081940829753876,
16,instruct,attribute,all,0.49999999999999994,8858.9306640625,168952.56799316406,13.440936196751318,0.28798726201057434,
16,instruct,attribute,all,0.5499999999999999,8635.3017578125,177587.86975097656,12.843557514354275,0.4375497102737427,
16,instruct,attribute,all,0.5999999999999999,6332.9384765625,183920.80822753906,12.193105822562918,0.28241845965385437,
16,instruct,attribute,all,0.6499999999999999,9033.5048828125,192954.31311035156,11.80798684966352,0.25855210423469543,
16,instruct,attribute,all,0.7,13359.173828125,206313.48693847656,11.723689449850925,0.25457438826560974,
16,instruct,attribute,all,0.7499999999999998,5486.94970703125,211800.4366455078,11.233117827924042,0.45346060395240784,
16,instruct,attribute,all,0.7999999999999998,5803.107421875,217603.5440673828,10.81958751329469,0.49323785305023193,
16,instruct,attribute,all,0.8499999999999999,7718.16357421875,225321.70764160156,10.544326250250435,0.46618932485580444,
16,instruct,attribute,all,0.8999999999999999,7785.2900390625,233106.99768066406,10.302616356433486,0.4860779643058777,
16,instruct,attribute,all,0.9499999999999997,4735.154296875,237842.15197753906,9.958638026108071,0.463802695274353,
16,instruct,attribute,all,0.9999999999999998,5958.11572265625,243800.2677001953,9.697703568026862,0.5194908380508423,
16,instruct,attribute,all,test,51642.12890625,243800.2677001953,6.161809916030307,0.43598616123199463,test
16,instruct_control,attribute,all,0.02,1489.65283203125,1489.65283203125,2.967435920380976,0.007968127727508545,
16,instruct_control,attribute,all,0.04,11310.5380859375,12800.19091796875,12.736508376088308,0.10934393107891083,
16,instruct_control,attribute,all,0.06,13498.5888671875,26298.77978515625,17.4395091413503,0.09542743116617203,
16,instruct_control,attribute,all,0.08,12841.326171875,39140.10595703125,19.463006443078694,0.03180914372205734,
16,instruct_control,attribute,all,0.1,12206.666015625,51346.77197265625,20.424332526911794,0.07753478735685349,
16,instruct_control,attribute,all,0.12000000000000001,14718.068359375,66064.84033203125,21.904787908498424,0.17729084193706512,
16,instruct_control,attribute,all,0.13999999999999999,13584.81640625,79649.65673828125,22.63417355449879,0.16302186250686646,
16,instruct_control,attribute,all,0.16,8203.3056640625,87852.96240234375,21.843103531164534,0.08747514337301254,
16,instruct_control,attribute,all,0.18,14709.9921875,102562.95458984375,22.665846318197513,0.0974154993891716,
16,instruct_control,attribute,all,0.2,12868.9931640625,115431.94775390625,22.957825726711665,0.03976143151521683,
16,instruct_control,attribute,all,0.25,21982.30859375,137414.25634765625,21.86384349206941,0.10739856958389282,
16,instruct_control,attribute,all,0.3,34004.4375,171418.69384765625,22.728545988816794,0.10739856958389282,
16,instruct_control,attribute,all,0.35,37454.1328125,208872.82666015625,23.738246012064582,0.08671440184116364,
16,instruct_control,attribute,all,0.39999999999999997,44487.8359375,253360.66259765625,25.19497440310822,0.09466984868049622,
16,instruct_control,attribute,all,0.44999999999999996,19182.53515625,272543.19775390625,24.09115157375641,0.11137629300355911,
16,instruct_control,attribute,all,0.49999999999999994,25333.52734375,297876.72509765625,23.69743238644839,0.05887032672762871,
16,instruct_control,attribute,all,0.5499999999999999,36054.2890625,333931.01416015625,24.15064830839345,0.0755767673254013,
16,instruct_control,attribute,all,0.5999999999999999,32500.369140625,366431.38330078125,24.29271965664156,0.10739856958389282,
16,instruct_control,attribute,all,0.6499999999999999,26790.984375,393222.36767578125,24.06354370453346,0.13683372735977173,
16,instruct_control,attribute,all,0.7,30290.59765625,423512.96533203125,24.065971436074058,0.05489259958267212,
16,instruct_control,attribute,all,0.7499999999999998,36158.71484375,459671.68017578125,24.3792988690417,0.04534606263041496,
