layer,model,task,group,data_pct,chunk_bits,cumulative_bits,bits_per_sample,accuracy
8,base,multitask_triple_base,enhancement,0.5999999999999999,5657.23876953125,93026.72399902344,12.954563988166472,0.15719063580036163
8,base,multitask_triple_base,enhancement,0.6499999999999999,4885.53662109375,97912.26062011719,12.585123473022774,0.33388981223106384
8,base,multitask_triple_base,enhancement,0.7,5331.3115234375,103243.57214355469,12.321705709936113,0.30550917983055115
8,base,multitask_triple_base,enhancement,0.7499999999999998,5474.63232421875,108718.20446777344,12.110750191352729,0.31605350971221924
8,base,multitask_triple_base,enhancement,0.7999999999999998,6284.57470703125,115002.77917480469,12.010734117473074,0.26421403884887695
8,base,multitask_triple_base,enhancement,0.8499999999999999,3203.537109375,118206.31628417969,11.618470246135216,0.17529214918613434
8,base,multitask_triple_base,enhancement,0.8999999999999999,6526.748046875,124733.06433105469,11.579378419147297,0.2943143844604492
8,base,multitask_triple_base,enhancement,0.9499999999999997,6173.4453125,130906.50964355469,11.512312869893123,0.1719532459974289
8,base,multitask_triple_base,enhancement,0.9999999999999998,4403.29052734375,135309.80017089844,11.305021319316436,0.3862876296043396
8,instruct,attribute,enhancement,0.02,679.8409423828125,679.8409423828125,2.844522771476203,0.05857740342617035
8,instruct,attribute,enhancement,0.04,2919.08056640625,3598.9215087890625,7.5291244953746075,0.08368200808763504
