layer,model,task,group,data_pct,chunk_bits,cumulative_bits,bits_per_sample,accuracy
16,instruct,state,suppression,0.08,1514.7813720703125,7423.327087402344,7.781265290778138,0.05882353335618973
16,instruct,state,suppression,0.1,1768.24755859375,9191.574645996094,7.704588974011814,0.11297070980072021
16,instruct,state,suppression,0.12000000000000001,2626.52197265625,11818.096618652344,8.252860767215324,0.033472802489995956
16,instruct,state,suppression,0.13999999999999999,2101.75537109375,13919.851989746094,8.335240712422811,0.054621852934360504
16,instruct,state,suppression,0.16,2070.772216796875,15990.624206542969,8.376440129147705,0.07531380653381348
16,instruct,state,suppression,0.18,1619.0638427734375,17609.688049316406,8.19817879390894,0.08786610513925552
16,instruct,state,suppression,0.2,2164.889892578125,19774.57794189453,8.287752699871975,0.0882352963089943
16,instruct,state,suppression,0.25,4117.64794921875,23892.22589111328,8.009462249786552,0.1423785537481308
16,instruct,state,suppression,0.3,2887.468017578125,26779.693908691406,7.480361427008773,0.07035175710916519
16,instruct,state,suppression,0.35,4643.02978515625,31422.723693847656,7.524598585691488,0.11409395933151245
16,instruct,state,suppression,0.39999999999999997,4334.56640625,35757.290100097656,7.491575549989033,0.1423785537481308
16,instruct,state,suppression,0.44999999999999996,3857.447509765625,39614.73760986328,7.377046109844186,0.0954773873090744
16,instruct,state,suppression,0.49999999999999994,4494.61328125,44109.35089111328,7.393454725295555,0.15436241030693054
16,instruct,state,suppression,0.5499999999999999,4736.4560546875,48845.80694580078,7.442603526710465,0.12395309656858444
16,instruct,state,suppression,0.5999999999999999,4655.5576171875,53501.36456298828,7.472257620529089,0.09045226126909256
16,instruct,state,suppression,0.6499999999999999,3404.123046875,56905.48760986328,7.33601748225645,0.05695142224431038
16,instruct,state,suppression,0.7,5235.6650390625,62141.15264892578,7.43938137781944,0.1879194676876068
16,instruct,state,suppression,0.7499999999999998,5283.89111328125,67425.04376220703,7.533524442704696,0.14572864770889282
16,instruct,state,suppression,0.7999999999999998,2565.614501953125,69990.65826416016,7.331167724328077,0.13902847468852997
16,instruct,state,suppression,0.8499999999999999,4183.619140625,74174.27740478516,7.312853929289673,0.11912751942873001
16,instruct,state,suppression,0.8999999999999999,3850.36279296875,78024.6401977539,7.264864078003157,0.17252930998802185
16,instruct,state,suppression,0.9499999999999997,3613.747802734375,81638.38800048828,7.20105742264164,0.1189279705286026
16,instruct,state,suppression,0.9999999999999998,5737.310546875,87375.69854736328,7.3221904422495,0.13590604066848755
16,instruct,correctness_instruct,suppression,0.02,162.8501739501953,162.8501739501953,0.6842444283621651,0.5504202246665955
16,instruct,correctness_instruct,suppression,0.04,4871.37451171875,5034.224685668945,10.553930158635106,0.6276150345802307
16,instruct,correctness_instruct,suppression,0.06,4884.79345703125,9919.018142700195,13.853377294274015,0.6317991614341736
16,instruct,correctness_instruct,suppression,0.08,1256.9652099609375,11175.983352661133,11.71486724597603,0.38655462861061096
16,instruct,correctness_instruct,suppression,0.1,484.30340576171875,11660.286758422852,9.773920166322592,0.6485355496406555
16,instruct,correctness_instruct,suppression,0.12000000000000001,1499.68798828125,13159.974746704102,9.189926499095042,0.6276150345802307
16,instruct,correctness_instruct,suppression,0.13999999999999999,1352.35791015625,14512.332656860352,8.690019555006199,0.6470588445663452
16,instruct,correctness_instruct,suppression,0.16,5710.13427734375,20222.4669342041,10.593225214355213,0.6401673555374146
16,instruct,correctness_instruct,suppression,0.18,4271.0986328125,24493.5655670166,11.402963485575698,0.6066945195198059
16,instruct,correctness_instruct,suppression,0.2,4054.2626953125,28547.8282623291,11.964722658142959,0.6554622054100037
16,instruct,correctness_instruct,suppression,0.25,17630.30078125,46178.1290435791,15.4804321299293,0.6147403717041016
16,instruct,correctness_instruct,suppression,0.3,18024.029296875,64202.1583404541,17.93356378224975,0.6180904507637024
16,instruct,correctness_instruct,suppression,0.35,16803.986328125,81006.1446685791,19.398023148606107,0.3590604066848755
16,instruct,correctness_instruct,suppression,0.39999999999999997,13792.958984375,94799.1036529541,19.861534391987032,0.36180904507637024
16,instruct,correctness_instruct,suppression,0.44999999999999996,10024.923828125,104824.0274810791,19.520303069102255,0.36348408460617065
16,instruct,correctness_instruct,suppression,0.49999999999999994,3509.97802734375,108334.00550842285,18.15856612611848,0.6140939593315125
16,instruct,correctness_instruct,suppression,0.5499999999999999,14565.365234375,122899.37074279785,18.72609641060458,0.6683416962623596
16,instruct,correctness_instruct,suppression,0.5999999999999999,19593.380859375,142492.75160217285,19.901222290806263,0.5829145908355713
16,instruct,correctness_instruct,suppression,0.6499999999999999,16680.720703125,159173.47230529785,20.5199783815003,0.3534338176250458
16,instruct,correctness_instruct,suppression,0.7,10603.1181640625,169776.59046936035,20.325223329266173,0.3338926136493683
16,instruct,correctness_instruct,suppression,0.7499999999999998,930.187744140625,170706.77821350098,19.073383040614633,0.5795645117759705
16,instruct,correctness_instruct,suppression,0.7999999999999998,6459.1494140625,177165.92762756348,18.557235532372836,0.41038525104522705
16,instruct,correctness_instruct,suppression,0.8499999999999999,2243.906494140625,179409.8341217041,17.688044377571142,0.6174496412277222
16,instruct,correctness_instruct,suppression,0.8999999999999999,3761.114501953125,183170.94862365723,17.055023149316316,0.3685092031955719
16,instruct,correctness_instruct,suppression,0.9499999999999997,1016.814208984375,184187.7628326416,16.24660517179515,0.47236180305480957
16,instruct,correctness_instruct,suppression,0.9999999999999998,10786.5107421875,194974.2735748291,16.33908267617775,0.6107382774353027
16,instruct,multitask_dual,suppression,0.02,1528.1533203125,1528.1533203125,6.420812270220588,0.0
16,instruct,multitask_dual,suppression,0.04,3859.988037109375,5388.141357421875,11.295893831073114,0.0920502096414566
16,instruct,multitask_dual,suppression,0.06,5525.408203125,10913.549560546875,15.242387654395078,0.05439330264925957
16,instruct,multitask_dual,suppression,0.08,6654.5009765625,17568.050537109375,18.41514731353184,0.09243697673082352
16,instruct,multitask_dual,suppression,0.1,5612.5634765625,23180.614013671875,19.430523062591682,0.10878660529851913
16,instruct,multitask_dual,suppression,0.12000000000000001,3697.8037109375,26878.417724609375,18.76984477975515,0.06694560497999191
16,instruct,multitask_dual,suppression,0.13999999999999999,4474.84716796875,31353.264892578125,18.774410115316243,0.1974789947271347
16,instruct,multitask_dual,suppression,0.16,4754.3369140625,36107.601806640625,18.914406394259103,0.08786610513925552
16,instruct,multitask_dual,suppression,0.18,2110.2880859375,38217.889892578125,17.792313730250523,0.31380751729011536
16,instruct,multitask_dual,suppression,0.2,2723.2236328125,40941.113525390625,17.15889083210001,0.3025210201740265
16,instruct,multitask_dual,suppression,0.25,8630.6669921875,49571.780517578125,16.61809605014352,0.21775543689727783
16,instruct,multitask_dual,suppression,0.3,7405.3759765625,56977.156494140625,15.915406841938722,0.3902847468852997
16,instruct,multitask_dual,suppression,0.35,5506.02783203125,62483.184326171875,14.96244835396836,0.25167784094810486
16,instruct,multitask_dual,suppression,0.39999999999999997,6093.1826171875,68576.36694335938,14.367560641810051,0.4522612988948822
16,instruct,multitask_dual,suppression,0.44999999999999996,3902.204345703125,72478.5712890625,13.49694064973231,0.2763819098472595
16,instruct,multitask_dual,suppression,0.49999999999999994,6402.77783203125,78881.34912109375,13.22181513930502,0.28020134568214417
16,instruct,multitask_dual,suppression,0.5499999999999999,5479.3984375,84360.74755859375,12.853991704798682,0.21775543689727783
16,instruct,multitask_dual,suppression,0.5999999999999999,5534.9765625,89895.72412109375,12.555268731996334,0.2747068703174591
16,instruct,multitask_dual,suppression,0.6499999999999999,3868.66552734375,93764.3896484375,12.08771298806723,0.1909547746181488
16,instruct,multitask_dual,suppression,0.7,4716.78564453125,98481.17529296875,11.789916831434066,0.4379194676876068
16,instruct,multitask_dual,suppression,0.7499999999999998,3179.760009765625,101660.93530273438,11.358763720975908,0.4254606366157532
16,instruct,multitask_dual,suppression,0.7999999999999998,2587.91162109375,104248.84692382812,10.919539847473356,0.5577889680862427
16,instruct,multitask_dual,suppression,0.8499999999999999,2516.55419921875,106765.40112304688,10.52601805413062,0.5151006579399109
16,instruct,multitask_dual,suppression,0.8999999999999999,3520.782470703125,110286.18359375,10.268732178189014,0.3584589660167694
16,instruct,multitask_dual,suppression,0.9499999999999997,2620.431396484375,112906.61499023438,9.959126311214112,0.5041875839233398
16,instruct,multitask_dual,suppression,0.9999999999999998,4077.607177734375,116984.22216796875,9.803420947621616,0.481543630361557
16,instruct,multitask_triple_instruct,suppression,0.02,1510.763916015625,1510.763916015625,6.347747546284139,0.0
16,instruct,multitask_triple_instruct,suppression,0.04,3770.928466796875,5281.6923828125,11.072730362290356,0.10878660529851913
16,instruct,multitask_triple_instruct,suppression,0.06,4395.99853515625,9677.69091796875,13.516328097721718,0.12970711290836334
16,instruct,multitask_triple_instruct,suppression,0.08,6181.96533203125,15859.65625,16.624377620545072,0.16806723177433014
16,instruct,multitask_triple_instruct,suppression,0.1,4683.8505859375,20543.5068359375,17.220039258958508,0.1380753070116043
16,instruct,multitask_triple_instruct,suppression,0.12000000000000001,5667.5009765625,26211.0078125,18.303776405377096,0.22594141960144043
16,instruct,multitask_triple_instruct,suppression,0.13999999999999999,3367.394287109375,29578.402099609375,17.711618023718188,0.16806723177433014
16,instruct,multitask_triple_instruct,suppression,0.16,3820.478515625,33398.880615234375,17.495484869164155,0.15899580717086792
16,instruct,multitask_triple_instruct,suppression,0.18,4561.0712890625,37959.951904296875,17.672230867922195,0.12133891135454178
16,instruct,multitask_triple_instruct,suppression,0.2,4785.96337890625,42745.915283203125,17.915303974519333,0.11764706671237946
16,instruct,multitask_triple_instruct,suppression,0.25,6171.26171875,48917.177001953125,16.39865135834835,0.30150753259658813
16,instruct,multitask_triple_instruct,suppression,0.3,5457.8056640625,54374.982666015625,15.188542644138442,0.34840869903564453
16,instruct,multitask_triple_instruct,suppression,0.35,4997.3740234375,59372.356689453125,14.217518364332644,0.20805369317531586
16,instruct,multitask_triple_instruct,suppression,0.39999999999999997,5415.099609375,64787.456298828125,13.573739010858606,0.33835846185684204
16,instruct,multitask_triple_instruct,suppression,0.44999999999999996,6105.26708984375,70892.72338867188,13.201624467164223,0.3819095492362976
16,instruct,multitask_triple_instruct,suppression,0.49999999999999994,5786.9873046875,76679.71069335938,12.852784226174887,0.32046979665756226
16,instruct,multitask_triple_instruct,suppression,0.5499999999999999,4843.24609375,81522.95678710938,12.42159938855849,0.331658273935318
16,instruct,multitask_triple_instruct,suppression,0.5999999999999999,3311.91455078125,84834.87133789062,11.84844571758249,0.3936348259449005
16,instruct,multitask_triple_instruct,suppression,0.6499999999999999,3059.904296875,87894.77563476562,11.331026896321468,0.3450586199760437
16,instruct,multitask_triple_instruct,suppression,0.7,4857.5400390625,92752.31567382812,11.104072270301463,0.3624161183834076
16,instruct,multitask_triple_instruct,suppression,0.7499999999999998,3047.9892578125,95800.30493164062,10.703944685099511,0.42378559708595276
16,instruct,multitask_triple_instruct,suppression,0.7999999999999998,3948.229736328125,99748.53466796875,10.448154882996622,0.41038525104522705
16,instruct,multitask_triple_instruct,suppression,0.8499999999999999,2277.2666015625,102025.80126953125,10.05874014290952,0.33892616629600525
16,instruct,multitask_triple_instruct,suppression,0.8999999999999999,3714.68603515625,105740.4873046875,9.845482989263267,0.44723618030548096
16,instruct,multitask_triple_instruct,suppression,0.9499999999999997,6786.888671875,112527.3759765625,9.925674867827688,0.47068676352500916
16,instruct,multitask_triple_instruct,suppression,0.9999999999999998,2274.951904296875,114802.32788085938,9.620575536818853,0.5218120813369751
16,base,attribute,enhancement,0.02,656.1024169921875,656.1024169921875,2.7451983974568517,0.08368200808763504
16,base,attribute,enhancement,0.04,4240.705078125,4896.8074951171875,10.244367144596627,0.17154811322689056
16,base,attribute,enhancement,0.06,4846.17041015625,9742.977905273438,13.569607110408688,0.1458333432674408
16,base,attribute,enhancement,0.08,6979.1884765625,16722.166381835938,17.473528089692724,0.08786610513925552
16,base,attribute,enhancement,0.1,4378.67724609375,21100.843627929688,17.628106623165987,0.13333334028720856
16,base,attribute,enhancement,0.12000000000000001,4563.41650390625,25664.260131835938,17.872047445568203,0.19665271043777466
16,base,attribute,enhancement,0.13999999999999999,5017.0927734375,30681.352905273438,18.31722561508862,0.0920502096414566
16,base,attribute,enhancement,0.16,5099.857421875,35781.21032714844,18.684705131670203,0.17083334922790527
16,base,attribute,enhancement,0.18,5080.1083984375,40861.31872558594,18.969971553196814,0.19246861338615417
16,base,attribute,enhancement,0.2,3527.60205078125,44388.92077636719,18.54173800182422,0.3083333373069763
16,base,attribute,enhancement,0.25,11625.4404296875,56014.36120605469,18.721377408440738,0.2040133774280548
16,base,attribute,enhancement,0.3,4483.52978515625,60497.89099121094,16.847087438376757,0.3005008399486542
16,base,attribute,enhancement,0.35,6876.359375,67374.25036621094,16.083611927956778,0.29933109879493713
16,base,attribute,enhancement,0.39999999999999997,5421.1337890625,72795.38415527344,15.203714318143993,0.2086811363697052
16,base,attribute,enhancement,0.44999999999999996,5989.3623046875,78784.74645996094,14.627691507605075,0.239130437374115
16,base,attribute,enhancement,0.49999999999999994,7247.763671875,86032.51013183594,14.377090596897716,0.3010033369064331
16,base,attribute,enhancement,0.5499999999999999,6684.56787109375,92717.07800292969,14.08431991537744,0.4173622727394104
16,base,attribute,enhancement,0.5999999999999999,5840.7490234375,98557.82702636719,13.724805323265171,0.1822742521762848
16,base,attribute,enhancement,0.6499999999999999,4378.09423828125,102935.92126464844,13.230838208823707,0.5008347034454346
16,base,attribute,enhancement,0.7,5543.68994140625,108479.61120605469,12.946605944152607,0.49248746037483215
16,base,attribute,enhancement,0.7499999999999998,2504.44140625,110984.05261230469,12.363156133708888,0.4030100405216217
16,base,attribute,enhancement,0.7999999999999998,4971.66943359375,115955.72204589844,12.11025817711733,0.4314381182193756
16,base,attribute,enhancement,0.8499999999999999,2498.35302734375,118454.07507324219,11.642822397605876,0.47078463435173035
16,base,attribute,enhancement,0.8999999999999999,3276.074951171875,121730.15002441406,11.3006080601944,0.44648829102516174
16,base,attribute,enhancement,0.9499999999999997,4269.3349609375,125999.48498535156,11.0807743369406,0.47913187742233276
16,base,attribute,enhancement,0.9999999999999998,1527.8951416015625,127527.38012695312,10.65480659428132,0.5033444762229919
16,base,state,enhancement,0.02,876.4113159179688,876.4113159179688,3.6669929536316683,0.0041841003112494946
16,base,state,enhancement,0.04,1386.86962890625,2263.2809448242188,4.734897374109244,0.08368200808763504
16,base,state,enhancement,0.06,2092.103759765625,4355.384704589844,6.0659954102922615,0.04583333432674408
16,base,state,enhancement,0.08,2894.941162109375,7250.325866699219,7.576098084325203,0.07531380653381348
16,base,state,enhancement,0.1,2640.196044921875,9890.521911621094,8.26275848924068,0.07916667312383652
16,base,state,enhancement,0.12000000000000001,2615.826171875,12506.348083496094,8.709156047002852,0.0920502096414566
16,base,state,enhancement,0.13999999999999999,2810.2744140625,15316.622497558594,9.144252237348415,0.07531380653381348
16,base,state,enhancement,0.16,1603.728271484375,16920.35076904297,8.83569230759424,0.05833333730697632
16,base,state,enhancement,0.18,3305.109375,20225.46014404297,9.389721515340282,0.016736401244997978
16,base,state,enhancement,0.2,2884.123779296875,23109.583923339844,9.65312611668331,0.06666667014360428
16,base,state,enhancement,0.25,4842.56103515625,27952.144958496094,9.342294438000032,0.11036789417266846
16,base,state,enhancement,0.3,5414.6533203125,33366.798278808594,9.291784538793816,0.05342236906290054
16,base,state,enhancement,0.35,5851.693359375,39218.491638183594,9.362256299399283,0.06856187433004379
16,base,state,enhancement,0.39999999999999997,3515.0205078125,42733.512145996094,8.925127850040955,0.11352253705263138
16,base,state,enhancement,0.44999999999999996,5901.244140625,48634.756286621094,9.029847063984606,0.0568561851978302
16,base,state,enhancement,0.49999999999999994,5729.31494140625,54364.071228027344,9.084904951207777,0.07023411244153976
16,base,state,enhancement,0.5499999999999999,4649.1982421875,59013.269470214844,8.964494830656971,0.09682804346084595
16,base,state,enhancement,0.5999999999999999,4371.55859375,63384.828063964844,8.826741131313861,0.16555184125900269
16,base,state,enhancement,0.6499999999999999,3817.484619140625,67202.31268310547,8.637829393715355,0.11853088438510895
16,base,state,enhancement,0.7,5649.18408203125,72851.49676513672,8.694533567864509,0.09015024453401566
16,base,state,enhancement,0.7499999999999998,3823.716796875,76675.21356201172,8.541295929821958,0.09698996692895889
16,base,state,enhancement,0.7999999999999998,4290.65185546875,80965.86541748047,8.455965056655923,0.08695652335882187
16,base,state,enhancement,0.8499999999999999,3233.10107421875,84198.96649169922,8.275896057764815,0.14858096837997437
16,base,state,enhancement,0.8999999999999999,4516.5419921875,88715.50848388672,8.23575088042023,0.12207357585430145
16,base,state,enhancement,0.9499999999999997,3256.580078125,91972.08856201172,8.088302573389475,0.12687812745571136
16,base,state,enhancement,0.9999999999999998,4321.27197265625,96293.36053466797,8.045230222630794,0.15050166845321655
16,base,correctness_base,enhancement,0.02,165.98313903808594,165.98313903808594,0.6944901214982675,0.5271966457366943
16,base,correctness_base,enhancement,0.04,7201.37646484375,7367.359603881836,15.412886200589615,0.5983263254165649
16,base,correctness_base,enhancement,0.06,5356.6455078125,12724.005111694336,17.721455587318015,0.5875000357627869
16,base,correctness_base,enhancement,0.08,4904.06494140625,17628.070053100586,18.42013589665683,0.5397489666938782
16,base,correctness_base,enhancement,0.1,4621.72607421875,22249.796127319336,18.58796668948984,0.5083333849906921
16,base,correctness_base,enhancement,0.12000000000000001,929.3618774414062,23179.158004760742,16.141474933677397,0.5564853549003601
16,base,correctness_base,enhancement,0.13999999999999999,2648.755615234375,25827.913619995117,15.419649922385144,0.4184100329875946
16,base,correctness_base,enhancement,0.16,7084.5517578125,32912.46537780762,17.18666599363322,0.40000003576278687
16,base,correctness_base,enhancement,0.18,7534.5068359375,40446.97221374512,18.77761012708687,0.6359832286834717
16,base,correctness_base,enhancement,0.2,5616.6259765625,46063.59819030762,19.24126908534153,0.5791667103767395
16,base,correctness_base,enhancement,0.25,5688.45361328125,51752.05180358887,17.29680875788398,0.5752508044242859
16,base,correctness_base,enhancement,0.3,6041.37841796875,57793.43022155762,16.093965530926656,0.6260433793067932
16,base,correctness_base,enhancement,0.35,2528.515869140625,60321.94609069824,14.400082618930112,0.590300977230072
16,base,correctness_base,enhancement,0.39999999999999997,2401.84716796875,62723.79325866699,13.100207447507726,0.3823038339614868
16,base,correctness_base,enhancement,0.44999999999999996,4850.09521484375,67573.88847351074,12.546210262441653,0.39632105827331543
16,base,correctness_base,enhancement,0.49999999999999994,778.6014404296875,68352.48991394043,11.422541763693253,0.44648829102516174
16,base,correctness_base,enhancement,0.5499999999999999,15075.326171875,83427.81608581543,12.673221340698076,0.4390650987625122
16,base,correctness_base,enhancement,0.5999999999999999,14504.404296875,97932.22038269043,13.63768561240641,0.41137123107910156
16,base,correctness_base,enhancement,0.6499999999999999,15159.130859375,113091.35124206543,14.536163398723064,0.4257095158100128
16,base,correctness_base,enhancement,0.7,1062.448486328125,114153.79972839355,13.623797556795985,0.4156928062438965
16,base,correctness_base,enhancement,0.7499999999999998,5751.798828125,119905.59855651855,13.356978785398079,0.4163879454135895
16,base,correctness_base,enhancement,0.7999999999999998,6844.77783203125,126750.3763885498,13.237637220736271,0.4498327672481537
16,base,correctness_base,enhancement,0.8499999999999999,13637.3232421875,140387.6996307373,13.798673051969462,0.4440734386444092
16,base,correctness_base,enhancement,0.8999999999999999,12014.5791015625,152402.2787322998,14.148002110313758,0.41137123107910156
16,base,correctness_base,enhancement,0.9499999999999997,16257.291015625,168659.5697479248,14.832430722709068,0.5943238735198975
16,base,correctness_base,enhancement,0.9999999999999998,13261.333984375,181920.9037322998,15.199340273397928,0.5802675485610962
16,base,multitask_dual,enhancement,0.02,1588.328369140625,1588.328369140625,6.645725393893828,0.0
16,base,multitask_dual,enhancement,0.04,3365.282470703125,4953.61083984375,10.363202593815377,0.15062761306762695
16,base,multitask_dual,enhancement,0.06,5219.16552734375,10172.7763671875,14.168212210567548,0.15416666865348816
16,base,multitask_dual,enhancement,0.08,5378.66796875,15551.4443359375,16.250203067855278,0.05439330264925957
16,base,multitask_dual,enhancement,0.1,5865.37841796875,21416.82275390625,17.892082501174812,0.09583333879709244
16,base,multitask_dual,enhancement,0.12000000000000001,4409.73291015625,25826.5556640625,17.985066618427926,0.15481171011924744
16,base,multitask_dual,enhancement,0.13999999999999999,4237.3251953125,30063.880859375,17.948585587686566,0.21338911354541779
16,base,multitask_dual,enhancement,0.16,4419.38720703125,34483.26806640625,18.006928494206917,0.1041666716337204
16,base,multitask_dual,enhancement,0.18,4167.126953125,38650.39501953125,17.943544577312558,0.1882845163345337
16,base,multitask_dual,enhancement,0.2,4646.732421875,43297.12744140625,18.085683977195593,0.21666668355464935
16,base,multitask_dual,enhancement,0.25,6527.09814453125,49824.2255859375,16.652481813481785,0.3076923191547394
16,base,multitask_dual,enhancement,0.3,6967.34033203125,56791.56591796875,15.814972408234127,0.15191985666751862
16,base,multitask_dual,enhancement,0.35,6606.1474609375,63397.71337890625,15.134331195728397,0.2909699082374573
16,base,multitask_dual,enhancement,0.39999999999999997,5750.0458984375,69147.75927734375,14.441887902536289,0.36227044463157654
16,base,multitask_dual,enhancement,0.44999999999999996,5376.3447265625,74524.10400390625,13.836632752303425,0.36622074246406555
16,base,multitask_dual,enhancement,0.49999999999999994,3868.538330078125,78392.64233398438,13.100374721588297,0.4147157073020935
16,base,multitask_dual,enhancement,0.5499999999999999,4368.43359375,82761.07592773438,12.57193922645213,0.5091819763183594
16,base,multitask_dual,enhancement,0.5999999999999999,6376.32470703125,89137.40063476562,12.412950930896201,0.3294314444065094
16,base,multitask_dual,enhancement,0.6499999999999999,4766.041015625,93903.44165039062,12.069851111875401,0.4474123418331146
16,base,multitask_dual,enhancement,0.7,5328.859375,99232.30102539062,11.842976611217404,0.44908177852630615
16,base,multitask_dual,enhancement,0.7499999999999998,2751.95654296875,101984.25756835938,11.360616861797858,0.3996655344963074
16,base,multitask_dual,enhancement,0.7999999999999998,2082.210205078125,104066.4677734375,10.868560602969973,0.49163877964019775
16,base,multitask_dual,enhancement,0.8499999999999999,3045.795654296875,107112.26342773438,10.528038473337368,0.3455759584903717
16,base,multitask_dual,enhancement,0.8999999999999999,2455.689208984375,109567.95263671875,10.171551488741065,0.4381271004676819
16,base,multitask_dual,enhancement,0.9499999999999997,3763.554931640625,113331.50756835938,9.96671423519122,0.5292153358459473
16,base,multitask_dual,enhancement,0.9999999999999998,2664.75341796875,115996.26098632812,9.691391176065514,0.30936455726623535
16,base,multitask_triple_base,enhancement,0.02,1496.3380126953125,1496.3380126953125,6.2608285050013075,0.0
16,base,multitask_triple_base,enhancement,0.04,2884.205322265625,4380.5433349609375,9.16431660033669,0.22594141960144043
16,base,multitask_triple_base,enhancement,0.06,4389.6435546875,8770.186889648438,12.214744971655206,0.09166666865348816
16,base,multitask_triple_base,enhancement,0.08,7523.52685546875,16293.713745117188,17.025824185075432,0.15481171011924744
16,base,multitask_triple_base,enhancement,0.1,2905.491943359375,19199.205688476562,16.039436665393954,0.26250001788139343
16,base,multitask_triple_base,enhancement,0.12000000000000001,4445.244140625,23644.449829101562,16.465494309959304,0.2301255166530609
16,base,multitask_triple_base,enhancement,0.13999999999999999,4303.7685546875,27948.218383789062,16.68550351270989,0.07531380653381348
16,base,multitask_triple_base,enhancement,0.16,5705.64404296875,33653.86242675781,17.573818499612436,0.16250000894069672
16,base,multitask_triple_base,enhancement,0.18,4467.82373046875,38121.68615722656,17.698090137988192,0.12552301585674286
16,base,multitask_triple_base,enhancement,0.2,3980.16943359375,42101.85559082031,17.58640584411876,0.18333333730697632
16,base,multitask_triple_base,enhancement,0.25,6785.48876953125,48887.34436035156,16.339353061614826,0.2792642116546631
16,base,multitask_triple_base,enhancement,0.3,7910.6806640625,56798.02502441406,15.816771101201354,0.10517528653144836
16,base,multitask_triple_base,enhancement,0.35,8287.193359375,65085.21838378906,15.5371731639506,0.2909699082374573
16,base,multitask_triple_base,enhancement,0.39999999999999997,3935.884765625,69021.10314941406,14.415435077154148,0.317195326089859
16,base,multitask_triple_base,enhancement,0.44999999999999996,5850.49755859375,74871.60070800781,13.901151264019274,0.4080267548561096
16,base,multitask_triple_base,enhancement,0.49999999999999994,3020.4267578125,77892.02746582031,13.016715819822913,0.3628762364387512
16,base,multitask_triple_base,enhancement,0.5499999999999999,3778.154541015625,81670.18200683594,12.406225430174075,0.3505842983722687
16,base,multitask_triple_base,enhancement,0.5999999999999999,2725.799560546875,84395.98156738281,11.752678118281969,0.5083612203598022
16,base,multitask_triple_base,enhancement,0.6499999999999999,3580.344482421875,87976.32604980469,11.308011060386207,0.6277128458023071
16,base,multitask_triple_base,enhancement,0.7,4599.50927734375,92575.83532714844,11.0485541624476,0.41235390305519104
16,base,multitask_triple_base,enhancement,0.7499999999999998,3650.241943359375,96226.07727050781,10.719179822937264,0.3628762364387512
16,base,multitask_triple_base,enhancement,0.7999999999999998,4269.71875,100495.79602050781,10.495644493003427,0.49665552377700806
16,base,multitask_triple_base,enhancement,0.8499999999999999,2940.51904296875,103436.31506347656,10.166730397432334,0.47746241092681885
16,base,multitask_triple_base,enhancement,0.8999999999999999,1638.02783203125,105074.34289550781,9.754394995869644,0.5033444762229919
16,base,multitask_triple_base,enhancement,0.9499999999999997,3230.821533203125,108305.16442871094,9.52468247548245,0.4974958002567291
16,base,multitask_triple_base,enhancement,0.9999999999999998,3787.4052734375,112092.56970214844,9.365241014466408,0.42976588010787964
16,instruct,attribute,enhancement,0.02,715.7932739257812,715.7932739257812,2.994950936927955,0.08786610513925552
16,instruct,attribute,enhancement,0.04,2995.055908203125,3710.8491821289062,7.763282807801059,0.08786610513925552
16,instruct,attribute,enhancement,0.06,6154.00732421875,9864.856506347656,13.73935446566526,0.07500000298023224
16,instruct,attribute,enhancement,0.08,6511.24365234375,16376.100158691406,17.11191239152707,0.13389120995998383
16,instruct,attribute,enhancement,0.1,5157.884765625,21533.984924316406,17.989962342787308,0.12916667759418488
16,instruct,attribute,enhancement,0.12000000000000001,4687.79931640625,26221.784240722656,18.26029543225812,0.10041840374469757
16,instruct,attribute,enhancement,0.13999999999999999,4456.04052734375,30677.824768066406,18.315119264517257,0.15899580717086792
16,instruct,attribute,enhancement,0.16,4200.56689453125,34878.391662597656,18.213259353836897,0.25833335518836975
16,instruct,attribute,enhancement,0.18,4349.47998046875,39227.871643066406,18.21163957431124,0.11297070980072021
16,instruct,attribute,enhancement,0.2,6060.64306640625,45288.514709472656,18.917508232862428,0.15833334624767303
16,instruct,attribute,enhancement,0.25,7724.1650390625,53012.679748535156,17.71814162718421,0.2909699082374573
16,instruct,attribute,enhancement,0.3,8182.26611328125,61194.945861816406,17.041199070402786,0.24207010865211487
16,instruct,attribute,enhancement,0.35,4858.2646484375,66053.2105102539,15.768252688052973,0.25919732451438904
16,instruct,attribute,enhancement,0.39999999999999997,5723.13720703125,71776.34771728516,14.990882981889131,0.34056758880615234
16,instruct,attribute,enhancement,0.44999999999999996,3565.209228515625,75341.55694580078,13.988406413999403,0.38294315338134766
16,instruct,attribute,enhancement,0.49999999999999994,3999.998779296875,79341.55572509766,13.258949820370598,0.4832775890827179
16,instruct,attribute,enhancement,0.5499999999999999,4926.142578125,84267.69830322266,12.800804846304521,0.3388981521129608
16,instruct,attribute,enhancement,0.5999999999999999,5548.8515625,89816.54986572266,12.507526788152438,0.24749164283275604
16,instruct,attribute,enhancement,0.6499999999999999,4607.53759765625,94424.0874633789,12.136772167529422,0.230383962392807
16,instruct,attribute,enhancement,0.7,2155.45068359375,96579.53814697266,11.526380015153677,0.5141903162002563
16,instruct,attribute,enhancement,0.7499999999999998,3140.944580078125,99720.48272705078,11.108441876690518,0.4214046895503998
16,instruct,attribute,enhancement,0.7999999999999998,3991.77880859375,103712.26153564453,10.831567784401518,0.3361203968524933
